Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
FirstMark,https://www.crunchbase.com/organization/firstmark-capital,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"FirstMark Capital is an early stage venture capital firm based in New York City. The firm's mission is to partner with exceptional entrepreneurs who are changing the world by solving meaningful problems. It has built a deeply engaged community among the extraordinary teams in its network to spread ideas and opportunities. The company is privileged to work alongside the founders of remarkable businesses like Pinterest, Shopify, Riot Games, InVision, Airbnb, and dozens more.",696,http://twitter.com/firstmarkcap,http://www.linkedin.com/company/firstmark-capital,,,Active,FirstMark Capital is an early stage venture capital firm that partners with exceptional entrepreneurs.,2008-01-01,year,,,,,,http://www.firstmarkcap.com,info@firstmarkcap.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",112,231,,87,31,31,,,,"1,552",-0.4,3.4,6,"11,151","13,232.5",12.02%,203,93.77%,5.96,34.18%,22.19%,-11.76%,"1,565,690","-242,818",-13.43%,39,,,25,,,,,6332101,USD,6332101
Lux Capital,https://www.crunchbase.com/organization/lux-capital,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Lux Capital Management is a research-driven investment firm focused on founding, seed, early stage and growth investments in the physical and life sciences. Lux takes an active role in helping entrepreneurs build successful businesses in high growth sectors. Our investment team has built over 20 companies from scratch. Lux's investment strategy ensures our portfolio companies are better connected, have deeper insight, and command industry leadership faster than their competitors.",756,http://twitter.com/Lux_Capital,http://www.linkedin.com/company/lux-capital,https://www.facebook.com/pages/Lux-Capital/46498335580,,Active,"VC based in NYC and Menlo Park investing in counter-conventional, early-stage science and tech ventures, with $2.4B AUM across 8 funds.",2000-01-01,year,,,,,,http://www.luxcapital.com,info@luxcapital.com,646-349-2960,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",103,210,,53,17,17,,,,917,-1.9,-1.5,6.9,"30,708","23,075.59",127.2%,344,127.64%,7.27,51.92%,33.85%,-1.67%,"786,751","-668,235",-45.93%,33,,,,,,,,332705,USD,332705
Entrepreneurs Roundtable Accelerator,https://www.crunchbase.com/organization/er-accelerator,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Entrepreneurs Roundtable Accelerator (ERA) is New York City’s leading technology accelerator and early-stage venture capital fund. It has invested in more than 190 start-ups since launching in 2011.  Its alumni companies, who come from all over the world, are already playing leading roles in the evolution of virtually every major global industry. To date, ERA alumni companies have raised more than $450 million in capital and collectively exceed $2 billion in market capitalization.",193,http://twitter.com/eranyc,https://www.linkedin.com/company/er-accelerator/,http://www.facebook.com/eraccelerator,,Active,Entrepreneurs Roundtable Accelerator (ERA) is an early-stage venture capital fund and technology accelerator.,2011-01-01,year,,,,,,http://eranyc.com,info@eranyc.com,,,"Accelerator, Venture Capital",Seed,183,208,,1,15,15,On-Site,2019-10-28,16,"7,209",2.1,-0.7,4,"7,136","15,567.68",-65.19%,131,15.79%,2.23,34.15%,49.06%,11.06%,"3,068,641","1,362,183",79.83%,37,,,,,,,,,,
Thrive Capital,https://www.crunchbase.com/organization/thrive-capital,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Thrive Capital is a venture capital investment firm focused on internet and software investments. Since its founding, Thrive has raised from institutional investors, including Princeton University, Wellcome Trust, and Hall Capital. According to a profile in Forbes, Thrive was one of three firms (joining Sequoia Capital and Greylock Partners) to invest in Instagram's $50 million Series B round at a valuation of $500 million. Forbes wrote that after Instagram sold to Facebook, ""Thrive had doubled its money in 72 hours.",336,http://twitter.com/ThriveCapital,https://www.linkedin.com/company/thrive-capital,,,Active,Thrive Capital is a venture capital investment firm focused on internet and software investments.,2009-01-01,year,,,,,,http://thrivecap.com,info@thrivecap.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",112,193,,56,37,37,,,,"2,747",1.4,-1.2,4.5,"8,645","9,604.05",-57.64%,20,20.93%,1.08,-7.1%,91.43%,31.59%,"3,480,478","1,591,154",84.22%,14,,,10,,,,,,,
Eniac Ventures,https://www.crunchbase.com/organization/eniac-ventures,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"At Eniac Ventures we lead seed rounds in bold founders who use code to create transformational companies. Armed with over 80 years of combined experience building our own companies, we are your active partners and consider ourselves a member of your founding team. Providing capital is just the first step, when we lead your seed round we provide the industry’s most comprehensive support through our Eniac Platform and hands on approach. From the beginning one of the keys to Eniac’s success has been taking a holistic approach to supporting our portfolio. With Eniac you get four partners for the price of one, and each partner uses their unique experience to open doors and advise our investments. The result has led to companies that consistently bring quality product to market, find follow on investment and have a measurable impact across industries. With each fund our approach has evolved and expanded to address the growing needs of our portfolio companies. We want our founders to focus on their product so we created the Eniac Platform. Term sheets are just the first step, working with Eniac companies enjoy the following free support: - Talent recruiter to find the best employees, especially in engineering   - Public relations and marketing specialist on staff to help your product reach the audiences that matter from launch through growth - Operations resources to organize your staff and install best practices - Business development and networking opportunities with thousands of the top companies, investors, and brands - Connections to other founders in Eniac’s portfolio to explore synergies and opportunities Fundraising support including pitch deck guidance, follow on investor strategy, and syndicate building",246,http://twitter.com/eniacvc,https://www.linkedin.com/company-beta/1600730/,https://www.facebook.com/eniacventures/,,Active,Eniac Ventures leads seed rounds in bold founders who use code to create transformational companies.,2010-01-01,year,,,,,,http://eniac.vc/,,784.582 1110,,"Micro VC, Venture Capital","Debt, Early Stage Venture, Late Stage Venture, Seed",137,174,,37,37,37,,,,"5,340",-0.4,6.1,0.4,"4,527","4,514.1",-3.5%,73,-49.24%,5.26,76.08%,12.78%,-31.52%,"3,195,063","-459,121",-12.56%,34,,,,,,,,,,
Betaworks,https://www.crunchbase.com/organization/betaworks,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Betaworks is a startup studio that builds and invests in next generation internet companies. Founded in 2008, betaworks is a company of builders.  A tightly linked network of ideas, people, capital, products and data brought together in imaginative ways to build out a more connected world. At first glance we seem to do many things. But first and foremost, we're builders, seeking to create a more sustainable innovation model. The more we build, the more we learn, the more we get ideas for peripheral things, all related, connected -- in a loosely coupled network of products and companies.    betaworks is structured as a company-- a single company that owns larger pieces of the things it has built and smaller pieces of the things it has invested in. It operates as a network: a tightly linked network of ideas, people, capital, and data united to build out a more inspired and useful connected world.  betaworks makes seed-stage investments in this ecosystem. To us, seed investing means ""first money in."" Our typical investment size is $150,000-200,000. We always invest as part of a syndicate of angels and early stage VCs.   Our requirements from an investment perspective are simple, though narrow. Investments must be early stage, heavily tech focused, and have a working (public or private) prototype. We are a powerpoint-free zone. We build and work closely with companies that we view as core to our vision, examples include: [Summize/Twitter Search](http://www.crunchbase.com/organization/summize/),  [bitly](http://www.crunchbase.com/organization/bitly-2),  [TweetDeck](http://www.crunchbase.com/organization/tweetdeck), [Chartbeat](http://www.crunchbase.com/organization/chartbeat).   And more recently, [Digg](http://www.crunchbase.com/organization/digg/),  [Dots](http://techcrunch.com/2013/05/01/dots-the-most-beautiful-mobile-game-ive-ever-seen/),  [Giphy](http://www.Giphy.com) and [Instapaper](http://www.crunchbase.com/organization/Instapaper), which betaworks acquired in April of 2013.   We attract the kind of people who could start their own company, but they don't necessarily want to run a company. They'd rather be the co-founder of eight things than tied down for years as the sole founder of one.  They'd rather build.","1,306",http://twitter.com/betaworks,https://www.linkedin.com/company/betaworks,http://www.facebook.com/pages/betaworks/135088823175402,,Active,Betaworks is a startup studio that builds and invests in next generation internet companies.,2008-01-01,year,,,,,,http://www.betaworks.com,info@betaworks.com,,,Micro VC,"Debt, Early Stage Venture, Seed",139,171,,20,54,54,,,,224,-0.4,-0.1,6.6,"13,052","18,098.18",-0.51%,81,8.43%,2.01,11.64%,63.64%,-1.54%,"2,053,193","7,834",0.38%,46,13,"1,424",21,,,,,248539,USD,248539
SeedInvest,https://www.crunchbase.com/organization/seedinvest,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"SeedInvest is a leading equity crowdfunding platform that provides investors with access to highly vetted startup investment opportunities. The SeedInvest network contains over 15,000 accredited investors, including hundreds of family offices and institutions. SeedInvest typically invests between $500,000 - $5 million as part of a syndicate.",477,http://twitter.com/seedinvest,http://www.linkedin.com/company/seedinvest,http://www.facebook.com/seedinvest,,Active,SeedInvest is an equity crowdfunding platform that connects investors with startups.,2011-05-01,day,2018-10-05,day,,,,https://www.seedinvest.com/,contactus@seedinvest.com,,,Micro VC,Convertible Note,140,162,,10,14,14,,,,133,-0.7,7.4,1.1,"196,246","221,137.37",-7.44%,155,-3.9%,4.64,5.74%,47.78%,-2.77%,"209,384","15,825",8.18%,18,,,47,,,,,,,
Compound,https://www.crunchbase.com/organization/metamorphic-ventures-llc,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,Compound is an NYC based venture capital firm that invests in bleeding-edge technology being built by outliers.,290,http://twitter.com/compoundvc,https://www.linkedin.com/company/compound-vc/,,,Active,Compound is an NYC based venture capital firm that invests in bleeding-edge technology being built by outliers.,2009-01-01,year,,,,,,https://compound.vc/,info@compound.vc,(646)794-1330,,Venture Capital,"Early Stage Venture, Seed",114,161,,31,36,36,,,,"3,165",-0.4,2.1,1.7,"4,253","3,372.53",103.65%,173,296.47%,3.16,42.69%,25.63%,-14.31%,"3,993,128","-3,255,007",-44.91%,20,,,21,,,,,,,
Digital Currency Group,https://www.crunchbase.com/organization/digital-currency-group,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"At Digital Currency Group (DCG), we build and support bitcoin and blockchain companies by leveraging our insights, network, and access to capital. Based in New York City, DCG has been an active seed investor in the digital currency industry with over 100 investments in over 30 countries.  In addition, DCG owns and operates CoinDesk, the top media and events platform in the blockchain space, Genesis Trading, the industry's leading bitcoin brokerage firm, and Grayscale Investments, the largest digital currency asset management firm.",190,,,,,Active,"At Digital Currency Group, we build and support bitcoin and blockchain companies by leveraging our insights, network, and access to capital.",2015-01-01,year,,,,,,http://dcg.co/,info@dcg.co,866-590-6542,,Venture Capital,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed",119,159,,16,8,8,,,,"6,922",-0.6,-1.2,-1.1,"9,807","13,238.35",-18.71%,124,-16.93%,5.96,-23.53%,38.56%,17.39%,"1,732,883","399,161",29.93%,50,,,39,,,,,522825,USD,522825
New Leaf Venture Partners,https://www.crunchbase.com/organization/new-leaf-venture-partners,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"New Leaf Venture Partners is a venture capital firm that invests primarily in healthcare technology. The company typically focuses on later stage biopharmaceutical products, early stage medical devices, and laboratory infrastructure technologies. The New Leaf Ventures (NLV) team has been built over a decade, originating within Sprout Group, the venture capital affiliate of Credit Suisse First Boston. Sprout Group was formed in 1969 and has historically been one of the leading venture capital firms in the country. The team started to invest in healthcare technology in 1993 and since then, has become a leading venture investor in that sector. In 2005, the entire healthcare technology team of Sprout spun out into NLV.",170,https://twitter.com/nlvpartners,http://www.linkedin.com/company/new-leaf-venture-partners,,,Active,New Leaf Venture Partners is a venture capital firm focused on investments in healthcare technology companies.,2005-01-01,year,,,,,,http://www.nlvpartners.com,info@nlvpartners.com,,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Private Equity",77,152,,40,39,39,,,,"1,884",5.3,7.4,7.5,"3,826","3,467.99",-3.06%,30,-79.11%,1.48,-66.07%,9.79%,-28.25%,"6,561,249","2,603,057",65.76%,26,,,,,,,,194117,USD,194117
