Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Merck Global Health Innovation Fund,https://www.crunchbase.com/organization/merck-global-health-innovation-fund,"Whitehouse Station, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Merck Global Health Innovation Fund (Merck GHI) is evolving corporate healthcare venture capital globally by utilizing their healthcare ecosystem strategy.  This investment strategy connects innovative companies with complementary technologies to develop integrated healthcare solutions. Merck GHI has $500M under management and provides growth capital to emerging healthcare technology companies worldwide while leveraging the vast R&D-based, global resources of Merck. With a vision that data will be the currency in healthcare, GHI invests broadly in digital health.  GHI invests in platform companies with proven technologies or business models where Merck's expertise and perspectives can accelerate revenue growth and enhance value creation.   Since late 2010, Merck GHI has made over 20 investments in Digital Health companies.",27,,,,,Active,Merck Global Health Innovation Fund (Merck GHI) is evolving corporate healthcare venture capital globally by utilizing their healthcare,2010-01-01,year,,,,,,http://www.merck.com/ghi,,,,Corporate Venture Capital,,30,51,,31,10,10,,,,"5,749",-0.6,-0.2,3.4,,,,,,,,,,,,,11,,,,,,,,,,
The Vertical Group,https://www.crunchbase.com/organization/the-vertical-group,"Basking Ridge, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,,,,http://www.linkedin.com/company/the-vertical-group,,,Active,The Vertical Group is a New Jersey-based venture capital firm focused on the fields of medical technology and biotechnology.,1988-01-01,year,,,,,,http://www.vertical-group.com,info@vertical-group.com,(650) 566-9060,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",25,51,,4,14,14,,,,"11,388",0.5,1.5,0.1,153,"1,062.56",-30.73%,,,1,-83.98%,100%,65.51%,"28,957,648","11,397,651",64.91%,20,,,10,,,,,82181,USD,82181
Ridgewood Capital,https://www.crunchbase.com/organization/ridgewood-capital,"Montvale, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Ridgewood Capital is a private equity firm located in Palo Alto, California and Ridgewood, New Jersey. They are an active, value-added investment partner with a focused investment strategy: to build an exceptionally diverse portfolio of premier private technology companies. Ridgewood has assembled a team of professionals with a proven track record, a superior network of resources and highly regarded management, technical, financial and operational expertise. Their goal is to create unsurpassed value for their portfolio companies and investors. *  Their Focus â€“ Rapidly Growing Companies *  Their Strategy â€“ Find companies with existing customer demand *  Their Approachâ€“ Superior Due Diligence",10,,,,,Active,"Ridgewood Capital is a private equity firm located in Palo Alto, California and Ridgewood, New Jersey.",1982-01-01,year,,,,,,http://www.ridgewoodcapital.com/home.asp,,,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",26,43,,9,16,16,,,,"13,376",0.7,1.8,2.1,334,197.64,4.9%,,,1,-60.11%,100%,100%,"22,055,153","3,762,555",20.57%,4,,,,,,,,37309,USD,37309
SoundBoard Venture Fund,https://www.crunchbase.com/organization/soundboard-angel-fund,"Montclair, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"SoundBoard Venture Fund is an early-stage fund focused on scalable, tech-enabled companies.  Our primary focus is on Seed Stage (between bootstrapping and Series A or B).  We bring a collaborative approach to investing, mobilizing our investors to join the process as we evaluate companies, bringing a broad range of perspective and insights into the conversation.",10,https://twitter.com/SoundBoardFund,https://www.linkedin.com/company/soundboard-venture-fund,,,Active,"SoundBoard Venture Fund is an early stage fund focused on scalable, tech enabled companies.",2012-03-12,day,,,,,,http://soundboardventurefund.com,,,,"Angel Group, Micro VC, Venture Capital","Early Stage Venture, Seed",29,34,,1,3,3,,,,"6,536",-0.7,-2.1,3.6,,,,,,,,,,,,,6,,,,,,,,,,
Battelle Ventures,https://www.crunchbase.com/organization/battelle-ventures,"Trenton, New Jersey, United States",,,"East Coast, Northeastern US",,"Battelle Ventures, L.P., and its affiliate fund, Innovation Valley Partners (IVP), have a combined $255 million under management to create and accelerate the development of early-stage technology companies with breakthrough solutions to key market problems. The funds enjoy close relationships with the technology transfer offices of the National Laboratories that Battelle Memorial Institute (Battelle) manages or co-manages for the U.S. Department of Energy. They also have established similar associations with a number of university tech transfer and commercialization departments.",27,,,,,Active,"Battelle Ventures, L.P., and its affiliate fund, Innovation Valley Partners (IVP), have a combined $255 million under management to create",,,,,,,,http://www.battelleventures.com,partners@battelleventures.com,,,Venture Capital,"Early Stage Venture, Grant, Late Stage Venture",21,34,,9,12,12,,,,"11,825",2.3,2.7,1.6,184,115.42,,,,2,,,,"24,344,566",,,4,,,,,,,,,,
Care Capital,https://www.crunchbase.com/organization/care-capital,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,"Care Capital is a life sciences–focused venture capital firm that invests in entrepreneurial companies which are engaged in the development of pharmaceutical assets. The company provides its services to both private and public opportunities in the United States and Europe. It manages approximately $500 million in capital. Care Capital was established in 2000 and is based in Princeton, New Jersey.",33,,,,,Active,"Care Capital, a life science–focused venture capital firm, invests in entrepreneurial companies that are developing pharmaceutical assets.",,,,,,,,http://www.carecapital.com,info@carecapital.com,,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",19,33,,6,13,13,,,,"7,321",-0.2,3,3.3,241,427.29,,6,,2.37,,,,"21,190,928",,,4,,,,,,,,2709,USD,2709
Sycamore Ventures,https://www.crunchbase.com/organization/sycamore-ventures,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,,6,,,,,Closed,Sycamore Ventures is a private equity and global investment firm.,,,,,,none,,http://www.sycamorevc.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",16,33,,3,9,9,,,,"24,471",-0.1,0.4,1,,,,,,,,,,,,,2,,,,,,,,,,
NJTC Venture Fund,https://www.crunchbase.com/organization/njtc-venture-fund,"Mount Laurel, New Jersey, United States",,,"Greater Philadelphia Area, East Coast, Northeastern US",,"As of 2008 NJTC Venture Fund is no longer an active investor.  NJTC Venture Fund made catalytic seed, startup, and early stage venture capital investments. The firm actively partners with entrepreneurs to build unique, leading-edge businesses that drive superior returns for investors and economic growth in the community.",6,,,,,Active,"As of 2008 NJTC Venture Fund is no longer an active investor. NJTC Venture Fund made catalytic seed, startup, and early stage venture",2001-01-01,year,,,,,,http://techcouncilventures.com/,info@njtcvc.com,856-273-6800,,Venture Capital,"Early Stage Venture, Late Stage Venture",14,23,,6,9,9,,,,"15,297",-0.2,-0.2,3.9,394,248.92,130.62%,14,,2.43,143.12%,38.66%,-61.34%,"18,175,599","-9,526,684",-34.39%,21,,,,,,,,,,
Origin Partners,https://www.crunchbase.com/organization/origin-partners,"Hillsborough, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,,1,http://twitter.com/OriginPartners,,,,Active,Origin Partners is a venture capital investment company.,,,,,,,,http://www.originpartners.com,jones@originpartners.com,(781) 237-2888,,Venture Capital,Early Stage Venture,9,20,,1,4,4,,,,"41,206",-0.6,-0.8,-0.3,,57.68,-100%,,,,,,,,,,3,17,258,,,,,,,,
Yorkville Advisors,https://www.crunchbase.com/organization/yorkville-advisors,"Mountainside, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Yorkville Advisors is an alternative investment manager and provider of specialty financing solutions, based in New Jersey.  Yorkville specializes in providing flexible, innovative debt and equity investments and financing in publicly listed companies in a variety of sectors including healthcare, mining, oil & gas, real estate, manufacturing & shipping and technology.  Yorkville tailors its transactions on an investment by investment basis, which may include debt and equity investments, bridge financings, asset backed or SEDA backed notes, equity facilities and, in some cases, straight equity participation.  For more information about Yorkville or the SEDA, please visit www.yorkvilleadvisors.com or contact us at InvestorRelations@yorkvilleadvisors.com.",10,,,,,Active,Yorkville Advisors is an investment firm specialized in providing debt and equity investments and financing for publicly listed companies.,2001-01-01,year,,,,,,http://www.yorkvilleadvisors.com,investorrelations@yorkvilleadvisors.com,201.985.8300,,Micro VC,"Debt, Seed",14,15,,7,12,12,,,,"8,488",-0.2,3.4,2.3,152,211.33,112.04%,723,63.57%,8,-46.67%,,,"19,989,050","-3,401,259",-14.54%,22,,,,,,,,1288563,USD,1288563
Fitz Gate Ventures,https://www.crunchbase.com/organization/fitzrandolph-gateway,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,"Fitz Gate Ventures invests primarily in early stage companies founded, owned or managed by alumni, faculty or students of Princeton University, but also has the flexibility to invest opportunistically in other early stage companies.",2,,,,,Active,Invest primarily in startups sourced from the Princeton University network,2016-07-01,month,,,,,,http://fitzgate.com,mark@fitzgate.com,,,"Micro VC, Venture Capital","Early Stage Venture, Seed",13,15,,5,,,,,,"9,046",-0.6,-1,-0.9,765,591.87,12.01%,68,"1,265.08%",2.39,57.17%,60.24%,12.36%,"12,556,490","-1,882,802",-13.04%,14,,,13,,,,,,,
H Capital Advance,https://www.crunchbase.com/organization/h-capital,"Teaneck, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,,2,https://www.twitter.com/hcapitaladvance,https://www.linkedin.com/company/h-capital,https://www.facebook.com/hcapitaladvance,,Active,H Capital is a U.S.-based venture capital firm that finances tech-centered companies.,,,,,,,,https://www.hcapitaladvance.com,,(877) 733-2499,,Venture Capital,,11,14,,6,1,1,,,,"8,779",0,0.1,-0.1,218,212.57,5.13%,9,,2,100%,0%,-100%,"22,891,809","-3,055,453",-11.78%,37,,,,,,,,,,
Jumpstart New Jersey Angel Network,https://www.crunchbase.com/organization/jumpstart-new-jersey-angel-network,"New Brunswick, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Jumpstart is a private, member-lead, angel group that invests in early-stage technology companies in the Mid-Atlantic region. As the leading angel group in New Jersey, Jumpstart members include many successful entrepreneurs, business executives and venture capitalists in the region.",1,http://twitter.com/jumpstartangels,http://www.linkedin.com/company/3254444,,,Active,"Jumpstart is a private, member-lead, angel group that invests in early-stage technology companies in the Mid-Atlantic region.",2002-01-01,year,,,,,,http://www.jumpstartnj.com,scaravela@jumpstartnj.com,856-813-1440,,Angel Group,"Early Stage Venture, Seed",9,14,,3,1,1,,,,"8,992",-0.1,3.5,4.6,591,525.09,16.81%,7,-73.6%,1.43,-52.88%,56.94%,56.94%,"16,742,489","2,604,832",18.42%,5,,,,,,,,,,
Merck Capital Ventures,https://www.crunchbase.com/organization/merck-capital-ventures,"Woodcliff Lake, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Merck Capital Ventures invests in companies in various stages of development from the first round of institutional funding to later stage expansion opportunities. The firm does not invest in research based pharmaceutical, vaccine, and biotechnology companies. It seeks to invest in private Internet, commercialization, distribution and delivery of pharmaceuticals, and health care services. The firm typically invests in companies based in the United States and also considers non-United States companies with significant United States operations. It typically invests between $3 million and $8 million. The firm seeks to co-invest and prefers a board representation in its portfolio companies. It also seeks to provide follow-on financing. Merck Capital Ventures, LLC was founded in November 2000 and is based in Woodcliff Lake, New Jersey. Merck Capital Ventures, LLC operates as an investment arm of Merck & Co. Inc.",1,,,,,Active,Merck Capital Ventures invests in companies in various stages of development from the first round of institutional funding to later stage,2000-01-01,year,,,,,,http://www.merck.com/about/home.html,,,,Venture Capital,Late Stage Venture,7,12,,2,5,5,,,,"20,576",-0.2,-0.2,-0.4,,,,,,,,,,,,,13,,,,,,,,,,
"Gund Investment, LLC",https://www.crunchbase.com/organization/gund-investment-llc,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,"Private investment firm of Gordon Gund, principal owner of  Cleveland Cavaliers National Basketball Association team and member of  Board of Governors of National Basketball Association, Cleveland Rockers Womens National Basketball Association franchise, San Jose Sharks National Hockey League team also principal owner and chairman of Nationwide Advertising Service, Inc. and director of Kellogg Company and Corning> Gund also prominent philanthropist, blind since 1970 from retinitis pigmentosa, co-founder with wife and chairman of The Foundation Fighting Blindness, leading private supporter of research focused on discovering causes, treatments, preventions and cures for retinitis pigmentosa, macular degeneration, Usher syndrome, and other retinal degenerative diseases> Investments include Align Technology, Silicon Valley company developed invisible alternative to orthodontic braces.",,,,,,Active,"Private investment firm of Gordon Gund, principal owner of Cleveland Cavaliers National Basketball Association team and member of Board of",1968-01-01,year,,,,,,,,,,Family Investment Office,"Early Stage Venture, Late Stage Venture",7,12,,2,4,4,,,,"24,159",-0.1,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
Sabby Capital,https://www.crunchbase.com/organization/sabby-capital,"Upper Saddle River, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,Active,Sabby Capital is a New Jersey-based investment advisory firm focused on the healthcare industry.,,,,,,,,,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",12,12,,,11,11,,,,"25,461",-0.1,0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Tigerlabs,https://www.crunchbase.com/organization/tigerlabs,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,"Tigerlabs Ventures is a full service six month Digital Health accelerator program based in Princeton, NJ that invests in companies on a rolling basis. Portfolio companies receive the benefit of capital from Tigerlabs, appropriate and targeted mentorship from leading executives, entrepreneurs, and investors, direct access to decision makers at leading healthcare corporations, shared office space in our expansive coworking facility, and a host of perks from our roster of partners.",9,http://twitter.com/TigerlabsCo,http://www.linkedin.com/company/2730451,http://www.facebook.com/TigerLabs/291143740900564,,Active,"Tigerlabs is a seed fund, hackspace and entrepreneurship center focusing on collaboration, mentorship and investment.",2011-01-01,year,,,,,,http://www.tigerlabs.co,info@tigerlabs.co,,,Accelerator,Seed,11,11,,1,1,1,,,,"14,728",1.6,0.8,0.3,"1,770",927.47,228.57%,20,-83.75%,2.49,-55.03%,55.26%,33.96%,"8,076,567","-4,242,389",-34.44%,3,,,,,,,,,,
