Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Capital Innovators,https://www.crunchbase.com/organization/capital-innovators,"St Louis, Missouri, United States",,,Midwestern US,,"The Capital Innovators Accelerator Program provides $50,000 in seed funding, project-based mentorship from a seasoned pool of knowledgeable entrepreneurs, stellar perks, networking, and follow-on funding opportunities over the course of 12 weeks.  Although hundreds of applications are received for the Accelerator Program each year, only five companies are accepted per class. Two classes are run each year - one in the fall, and one in the spring. For more information about Capital Innovators, please visit www.capitalinnovators.com.",56,http://twitter.com/CapInnovators,http://www.linkedin.com/company/2340156,http://www.facebook.com/CapInnovators,,Active,"Capital Innovators helps tech startups reach the next level by providing funding, resources and connections.",2011-04-01,day,,,,,,http://capitalinnovators.com,info@capitalinnovators.com,(314)669-5832,,Accelerator,Seed,82,93,,4,3,3,,2018-11-09,13,"36,240",-0.2,-0.1,-0.2,"2,985","4,419.46",-77.09%,111,163.31%,2.09,-4.34%,45.99%,33.29%,"6,010,161","3,722,160",162.68%,22,,,14,,,,,,,
Wisconsin Investment Partners,https://www.crunchbase.com/organization/wisconsin-investment-partners,"Madison, Wisconsin, United States",,,"Great Lakes, Midwestern US",,"Wisconsin Investment Partners is an Angel Investment Group in Madison, Wisconsin founded in 2000 with 20 members. Membership has grown to 50+ members in recent years, bringing significant knowledge and experience.",46,,,,,Active,"Wisconsin Investment Partners is an Angel Investment Group in Madison, Wisconsin founded in 2000 with 20 members.",2000-01-01,year,,,,,,http://www.wisinvpartners.com,admin@wisinvpartners.com,,,Angel Group,"Debt, Early Stage Venture, Seed",48,92,,16,3,3,,,,"7,624",-0.2,-0.5,3,"1,109",450.46,504.12%,77,-74.2%,1.84,-38.63%,66.45%,66.45%,"11,058,462","-11,052,916",-49.99%,5,,,,,,,,,,
River Cities Capital Funds,https://www.crunchbase.com/organization/river-cities-capital,"Cincinnati, Ohio, United States",,,"Great Lakes, Midwestern US",,"River Cities invests in world-class management teams − backing progressive, proven leaders of healthcare and information technology companies.     A consistent, cohesive team has honed its strategy over four prior funds with compelling performance. River Cities seeks to be a business partner first and a capital provider second, investing significant human capital to leverage its domain expertise and a network of thought leaders assembled over the last 20 years.     With more than $500 million of capital raised and a consistent track record of success, River Cities has established itself as a preferred source of growth capital. The firm, located in Cincinnati, OH and Raleigh, NC, is actively seeking new investments for its $200M Fund V.",75,http://twitter.com/River_Cities_VC,https://www.linkedin.com/company/2573627,https://www.facebook.com/ideasandpixels,,Active,River Cities Capital Funds is an Ohio-based growth equity company focused on investments in healthcare and information technology companies.,1994-01-01,year,,,,,,http://rccf.com,info@rccf.com,(800) 589-3660,,Venture Capital,"Late Stage Venture, Private Equity",65,87,,42,35,35,,,,"6,756",-0.2,-0.2,-0.5,878,"1,928.65",-48.67%,9,-59.78%,1.63,-27.53%,63.13%,4.77%,"12,892,718","4,634,850",56.13%,38,,,,,,,,5549,USD,5549
Venture Investors,https://www.crunchbase.com/organization/venture-investors,"Madison, Wisconsin, United States",,,"Great Lakes, Midwestern US",,"Turning innovation into health. Venture Investors seeks the next big things in healthcare. Based in the Midwest with open access to renowned research universities, and the vibrant communities that surround them, we target, uncover, and invest in extraordinary ideas that will shape the future of health and wellness. With decades of proven success, we’re fueling the future of what’s driving healthcare. Today, we have over $200 million in assets under management.",73,https://www.twitter.com/vi_funds,,,,Active,Venture Investors is a premier provider of seed and early stage venture capital in the Midwest.,1982-01-01,day,,,,,,http://www.ventureinvestors.com,,608.441.2700,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",49,86,,47,20,20,,,,"7,227",0,-0.1,-0.2,"1,359","1,731.62",20.2%,27,-75.96%,3.1,-36.64%,47.66%,25.27%,"8,825,781","711,560",8.77%,10,,,,,,,,115324,USD,115324
General Motors Ventures,https://www.crunchbase.com/organization/general-motors-ventures,"Warren, Michigan, United States",,,"Greater Detroit Area, Great Lakes, Midwestern US",,"GM Ventures is the corporate venture capital arm of General Motors. The firm's investment strategy includes growth-stage companies with focus on the areas of, advanced propulsion, connected vehicle , advanced materials, manufacturing technology, sensors, processors, & memory, and other automotive-related technologies. The firm was founded in 2010 and is based in Warren, Michigan.",41,,,,,Active,General Motors Ventures is a Michigan-based company financing growth-stage tech companies since 2010.,2010-06-01,day,,,,,,http://www.gmventures.com,,,,"Corporate Venture Capital, Venture Capital","Early Stage Venture, Late Stage Venture",34,85,,12,11,11,,,,"3,682",4.5,-4.6,-1.2,846,"1,447.55",-41.99%,120,-59.53%,1.68,-20.88%,42.8%,-15.91%,"13,040,787","4,130,490",46.36%,1,,,,,,,,,,
CincyTech,https://www.crunchbase.com/organization/cincytech,"Cincinnati, Ohio, United States",,,"Great Lakes, Midwestern US",,"CincyTech helps to identify and transform innovation into venture-worthy, transformational human health and technology companies, primarily in southwest Ohio.  Our team provides advice and capital to entrepreneurs, helps research institutions commercialize technology through startups, and catalyzes investment from individuals and institutions into regional companies.  One of the most active seed funds in the Midwest, CincyTech is supported by Ohio Third Frontier, more than two dozen foundations, corporations, municipalities and individuals as well as founding partners, Cincinnati Children’s Hospital Medical Center, the University of Cincinnati, and the Cincinnati USA Regional Chamber.",93,http://twitter.com/Cincy_Tech,http://www.linkedin.com/company/cincytech-usa,http://www.facebook.com/cincytechventures,,Active,"CincyTech is one of the Midwest's most active seed funds, investing in disruptive human health and technology companies primarily in Ohio.",2006-01-01,year,,,,,,http://cincytechusa.com,contactus@cincytech.com,(513) 263-2720,,"Government Office, Micro VC","Early Stage Venture, Seed",57,80,,23,9,9,,,,"8,698",-0.3,-0.9,-0.5,620,"2,211.66",81.02%,196,132.8%,3.58,-23.75%,43.18%,43.18%,"12,613,219","-2,763,324",-17.97%,15,,,5,,,,,60991,USD,60991
The Brandery,https://www.crunchbase.com/organization/the-brandery,"Cincinnati, Ohio, United States",,,"Great Lakes, Midwestern US",,"The Brandery is a seed-stage startup accelerator nationally ranked as one of the top ten programs in the United States. The Brandery is a seed stage startup accelerator that leverages the expertise of the Cincinnati region, namely branding, marketing and design. We believe that building your brand-- and not just a product-- is a way startups can be more resource efficient and increase their probability of success. In addition to an elite mentor list, startups will be paired with world-class creative agencies and have access to some of the biggest companies in the world, including Procter & Gamble, dunnhumby, and Kroger. The Brandery runs one, four-month accelerator program a year for 10-12 companies. We receive a 6% equity stake in each startup in exchange for $50k, a year of free office space, and over $200k in additional benefits.",21,http://twitter.com/Brandery,http://www.linkedin.com/company/the-brandery,http://www.facebook.com/Brandery,,Active,The Brandery is nationally ranked as one of the top startup accelerators in the US.,2010-07-01,day,,,,,,http://brandery.org,info@brandery.org,,,Accelerator,"Debt, Early Stage Venture, Seed",55,76,,1,7,7,On-Site,2019-08-04,12,"9,019",0.2,0.4,0.9,"7,462","4,385.18",-12.94%,128,124.4%,2.36,2.88%,51.02%,35.13%,"2,956,147","-47,006",-1.57%,15,,,,,,,,,,
Invest Nebraska,https://www.crunchbase.com/organization/invest-nebraska,"Lincoln, Nebraska, United States",,,Midwestern US,,"Invest Nebraska promotes capital formation and provides operating assistance to, high impact entrepreneurs and investors in Nebraska. Invest Nebraska is led by a team experienced at growing early stage and lower middle market companies. We are committed to growing Nebraska’s economy by assisting entrepreneurs and investing capital in those companies that have growth potential. Collaboration with strategic partners, state government, communities, and post-secondary education institutions is important.",16,http://twitter.com/investnebraska,,http://www.facebook.com/pages/Invest-Nebraska/110642908959017,,Active,Invest Nebraska is a venture capital firm providing financial and operational assistance for Nebraska entrepreneurs.,2002-01-01,year,,,,,,http://investnebraska.com,info@investnebraska.com,(402) 742-7860,,"Micro VC, Venture Capital","Early Stage Venture, Seed",59,71,,19,1,1,,,,"3,713",1.9,5.1,6.3,300,"1,351.76",-56.73%,,,1,-64.2%,100%,35.87%,"23,183,463","10,855,277",88.05%,14,,,6,,,,,494413,USD,494413
Arboretum Ventures,https://www.crunchbase.com/organization/arboretum-ventures,"Ann Arbor, Michigan, United States",,,"Great Lakes, Midwestern US",,"Arboretum Ventures is a Michigan-based venture capital firm. It specializes in seed-stage, early-stage, mid-stage investments, and growth capital. The company seeks to invest in healthcare sector with a focus on services, medical devices, diagnostics; healthcare information technology, therapeutics, technology based healthcare services, and life science tools. The firm invests throughout the United States with a focus on Midwest and Michigan. It seeks to invest in companies with equity investment between $5 million and $15 million. Arboretum Ventures Jan Garfinkle in 2002 and is headquartered in Michigan.",89,http://twitter.com/ArboretumVC,https://www.linkedin.com/company/8618384?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A8618384%2Cidx%3A1-1-1%2CtarId%3A1442159257291%2Ctas%3AArboretum%20Ventures,https://www.facebook.com/pages/Arboretum-Ventures/797346383706316?fref=ts,,Active,Arboretum Ventures is a Michigan-based venture capital firm investing in medical technology and healthcare companies.,2002-01-01,year,,,,,,http://www.arboretumvc.com,info@arboretumvc.com,(734) 998-3688,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",41,71,,25,14,14,,,,"6,605",-0.2,-0.2,0.1,"2,407","1,896.64",29.74%,170,158.63%,3.18,-7.85%,26.96%,-4.48%,"6,251,363","-448,234",-6.69%,23,,,13,,,,,22167,USD,22167
Ascension Ventures,https://www.crunchbase.com/organization/ascension-ventures,"Clarkton, Missouri, United States",,,Midwestern US,,AHV was established in 2001 by Ascension Health with a commitment of $125 million to invest in expansion- to late-stage healthcare companies. Ascension Health is the nation's largest Catholic and largest nonprofit health system serving patients through a network of hospitals and health facilities in 20 states and the District of Columbia. AHV offers its limited partners the ability to earn venture-level financial returns while providing early insight to future healthcare developments.,44,http://twitter.com/AscensionHealth,http://www.linkedin.com/company/ascension-media-group,,,Active,AHV was established in 2001 by Ascension Health with a commitment of $125 million to invest in expansion- to late-stage healthcare,2001-01-01,year,,,,,,http://ascensionventures.org/,info@ascensionventures.org,(314) 733-8100,,"Corporate Venture Capital, Venture Capital",,54,70,,23,21,21,,,,"2,375",-0.9,3,6.4,"2,272","1,278.83",404.73%,92,-46.38%,2.87,-53.02%,22.54%,-13.42%,"6,945,045","-5,653,222",-44.87%,17,,,7,,,,,,,
RPM Ventures,https://www.crunchbase.com/organization/rpm-ventures,"Ann Arbor, Michigan, United States",,,"Great Lakes, Midwestern US",,"RPM Ventures is an early-stage venture capital firm with $200 million under management and focuses on investing in B2B Enterprise Solutions, Online Marketplaces, and has a specialty in Automotive IT; which includes Autonomous Vehicle, Connected Car, Mobility, and Transportation. RPM has a deep commitment to its portfolio CEOs and focuses on markets and models where its specific expertise can make a significant impact on the growth of the business - a reflection of the firm’s relationship-driven approach. The firm has operations in Silicon Valley and the Midwest.",102,http://twitter.com/rpmvc,http://www.linkedin.com/company/rpm-ventures,http://www.facebook.com/rpmvc,,Active,"RPM is a Silicon Valley & Midwest based seed and early-stage venture fund focusing on Mobility, B2B Enterprise, and Marketplaces.",2000-01-01,year,,,,,,http://www.rpmvc.com,info@rpmvc.com,(734) 332-1700,,Venture Capital,"Early Stage Venture, Seed",38,69,,11,13,13,,,,"5,440",-0.3,-0.4,2.1,539,691.6,67.95%,174,-13.79%,4.28,24.26%,,,"12,924,618","-4,021,336",-23.73%,11,,,,,,,,26581,USD,26581
Prolog Ventures,https://www.crunchbase.com/organization/prolog-ventures,"St Louis, Missouri, United States",,,Midwestern US,,,18,http://twitter.com/PrologVentures,http://www.linkedin.com/company/prolog-ventures,,,Active,Prolog backs companies that help all of us enjoy healthy lives in a healthy world,,,,,,,,http://www.prologventures.com,prolog@prologventures.com,,,Venture Capital,Early Stage Venture,31,67,,11,9,9,,,,"9,234",-0.1,0.3,-0.7,"1,046","1,087.76",112.37%,75,98.12%,3.15,-43.48%,0%,-25.43%,"9,901,987","-3,088,241",-23.77%,12,,,,,,,,51517,USD,51517
Fontinalis Partners,https://www.crunchbase.com/organization/fontinalis-partners,"Detroit, Michigan, United States",,,"Greater Detroit Area, Great Lakes, Midwestern US",,"Fontinalis Partners, with offices in Detroit and Boston, is a venture capital firm strategically focused on next generation mobility. The firm was founded in 2009 by Bill Ford, Ralph Booth, Mark Schulz, Chris Cheever and Chris Thomas. Fontinalis’ mission is to leverage the team’s considerable management experience, market access, strategic relationships, international expertise, and background in transportation innovation to scale companies providing next-generation mobility solutions. Fontinalis invests as a strategic partner across all facets of the world’s mobility systems on a stage- and size-agnostic basis. Fontinalis is not affiliated with Ford Motor Company.",186,http://twitter.com/Fontinalis_FP,https://www.linkedin.com/company/fontinalis-partners-llc,,,Active,"Fontinalis Partners, with offices in Detroit and Boston, is a venture capital firm strategically focused on next-generation mobility.",2009-01-01,year,,,,,,http://fontinalis.com,info@fontinalis.com,313.432.0321,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",44,65,,18,13,13,,,,"6,244",-0.1,0.3,-1.9,"6,804","2,095.73",285.35%,29,-62.69%,1.66,-6.13%,24.5%,-35.82%,"4,382,028","-4,476,751",-50.53%,30,,,,,,,,,,
