Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Data Collective DCVC,https://www.crunchbase.com/organization/data-collective,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Data Collective is a venture fund with a unique team of experienced venture capitalists, technology entrepreneurs and practicing engineers, investing together in seed and early stage Big Data and IT infrastructure companies.  Data Collective’s leaders have been investing for two decades, with over 150 companies still going strong and 40 material exits to date for entrepreneurs and investors.  The firm brings to bear more than 35 experienced technology executives and experts (CTOs, CIOs, Chief Scientists, Principal Engineers, Professors at Stanford and Berkeley) with significant tenures at institutions ranging from Akamai to Zynga.  Learn more about us at www.dcvc.com.",662,http://twitter.com/dcvc,https://www.linkedin.com/company/data-collective,https://www.facebook.com/dcvc/,,Active,"Data Collective invests in entrepreneurs building big data, deep compute, and IT infrastructure companies.",2011-01-01,year,,,,,,http://www.dcvc.com,info@dcvc.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",247,351,,47,60,60,,,,"4,767",0.3,-0.3,1.4,"8,051","9,586.26",13.6%,87,-46.32%,3.21,-11.7%,39.14%,4.41%,"2,530,687","10,255",0.41%,14,,,9,,,,,,,
Crosslink Capital,https://www.crunchbase.com/organization/crosslink-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Crosslink Capital is a leading early-stage venture capital firm with roughly $1.6 billion in assets.  Crosslink, which traces its roots back to 1989, was among the first and largest investment firms in the U.S. to integrate public and private technology investing in three families of funds: venture capital funds, long/short hedge funds, and a unique hybrid crossover fund. This strategy allows Crosslink to partner with its portfolio companies on a long-term basis.  With more than 25 years behind it, Crosslink Capital has invested in hundreds of private companies, including Pandora (NYSE: P), Ancestry.com (NASDAQ: ACOM), Omniture (acquired by Adobe Systems), Equinix (NASDAQ: EQIX), Carbonite (NASDAQ: CARB), BlueArc (acquired by Hitachi), SeaMicro (acquired by AMD), Bleacher Report (acquired by Turner Broadcasting), Flurry (acquired by Yahoo), Bizo (acquired by LinkedIn), ServiceMax (acquired by GE), Coupa (NASDAQ: COUP), DataStax, Hired.com, Postmates, Casper, Vungle, and Prosper.",780,http://twitter.com/CrosslinkCap,http://www.linkedin.com/company/crosslink-capital,http://www.facebook.com/pages/Crosslink-Capital/217113671656632,,Active,Crosslink Capital is a leading early-stage venture capital firm based in San Francisco with over $1.6 billion in assets.,1989-01-01,year,,,,,,http://www.crosslinkcapital.com,info@crosslinkcapital.com,415.617.1800,,Venture Capital,"Early Stage Venture, Seed",199,338,,100,74,74,,,,"8,378",-0.7,-0.9,-1.6,"4,440","5,202.11",8.07%,73,-50.41%,5.45,47.19%,9.35%,-15.03%,"3,183,137","-507,937",-13.76%,26,,,21,,,,,432110,USD,432110
Social Starts,https://www.crunchbase.com/organization/social-starts,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Social Starts is a $60M+ venture capital partnership with a uniquely data-driven approach to investing in moment-of-inception and Series A financing rounds. The fund focuses on companies that leverage social and mobile technologies to drive generational changes in consumer and business behavior. Social Starts has been named the top fund under $100M since 2013, the 5th most active early stage fund worldwide of any size in 2015, and the 6th most active early stage fund in US tech in 2016.",128,http://twitter.com/socialstarts,https://www.linkedin.com/company/social-starts,https://www.facebook.com/socialstarts/,,Active,Social Starts is a $60M+ venture partnership that invests at the moment-of-inception and Series A.,2012-01-01,year,,,,,,http://socialstarts.com,,,,Micro VC,"Debt, Early Stage Venture, Seed",257,317,,3,39,39,,,,"2,734",-2.3,-6.1,-1.3,"1,639","2,447.1",-1.97%,112,97.03%,1.99,24.9%,48.17%,-4.79%,"8,766,674","-366,076",-4.01%,18,,,9,,,,,,,
Comcast Ventures,https://www.crunchbase.com/organization/comcast-interactive-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,Comcast Ventures is the venture capital affiliate of Comcast Corporation and partners with extraordinary entrepreneurs building transformative consumer and enterprise companies.,666,http://twitter.com/ComcastVentures,https://www.linkedin.com/company/comcast-ventures/,http://www.facebook.com/ComcastVentures,,Active,Comcast Ventures partners with extraordinary entrepreneurs building transformative consumer and enterprise companies.,1999-01-01,year,,,,,,http://www.comcastventures.com,,,,"Corporate Venture Capital, Venture Capital","Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",194,287,,75,65,65,,,,624,-0.6,-1.6,8,"3,963","3,643.46",34.45%,108,-16.89%,3.45,49.71%,36.63%,0.74%,"4,003,551","-1,677,435",-29.53%,28,,,11,,,,,,,
e.ventures,https://www.crunchbase.com/organization/e-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Founded in 1998 and built on a strong, shared culture of entrepreneurship, e.ventures is a venture capital firm with global scale. The firm backs founders in the US, Europe, Asia and Latin America. The e.ventures team has been investing in Internet companies for more than 15 years and operates as one team by combining a global strategy and philosophy with local presence and insights. Focused exclusively at the intersection of consumer Internet, media and mobile, e.ventures aims to help entrepreneurs build transformative companies.",30,http://twitter.com/eventuresVC,http://www.linkedin.com/company/e-ventures,http://www.facebook.com/eventures.vc,,Active,e.ventures is a global venture capital platform with an investment focus on early-stage consumer internet and mobile companies.,1998-01-01,year,,,,,,http://eventures.vc,info@eventures.vc,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",159,280,,71,42,42,,,,"5,641",-0.2,3.2,1.7,"19,270","11,503.68",132.39%,91,7.79%,3.19,-3.46%,37.35%,7.45%,"1,423,419","-903,793",-38.84%,13,,,21,,,,,230567,USD,230567
Tuesday Capital,https://www.crunchbase.com/organization/tuesday-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,Tuesday Capital (formerly known as CrunchFund) is a seed stage focused venture firm that invests in information technology enabled companies. In 2019 CrunchFund was rebranded as Tuesday Capital.,868,https://twitter.com/tuesdaycapital,https://www.linkedin.com/company/tuesdaycapital/,https://www.facebook.com/TuesdayCapital,,Active,Tuesday Capital (formerly known as CrunchFund) is a seed stage focused venture firm,2011-09-01,day,,,,,,http://tuesday.vc/,partners@crunchfund.com,,,Venture Capital,"Early Stage Venture, Private Equity, Seed, Venture",206,254,,7,64,64,,,,"1,561",-1.3,-1.7,7.8,"1,321","1,764.96",-24.48%,,,1,-0.95%,100%,0.96%,"12,085,378","2,182,966",22.04%,8,,,,,,,,,,
Maveron,https://www.crunchbase.com/organization/maveron,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Maveron is a consumer-only venture capital firm. Founded in 1998 by Dan Levitan and Howard Schultz, the firm has offices in San Francisco and Seattle. Maveron investments include Zulily, Allbirds, Common, August Home, eBay, Capella Education, General Assembly, and Trupanion. Maveron's name was coined from the words ""maverick"" and ""vision.""",632,http://twitter.com/maveron,http://www.linkedin.com/company/maveron-llc,http://www.facebook.com/pages/Maveron/155165766148,,Active,Maveron funds seed and Series A companies that empower consumers to live on their terms. Based in SF and Seattle and invest coast-to-coast.,1998-01-01,year,,,,,,http://www.maveron.com,,(206) 288 1700,,Venture Capital,"Early Stage Venture, Seed",148,231,,63,38,38,,,,"1,777",-0.9,5.3,-2.3,"8,836","12,224.82",-17.68%,156,-7.93%,5.53,16.32%,34.4%,5.82%,"1,908,276","198,126",11.59%,37,,,13,,,,,,,
AltaIR Capital,https://www.crunchbase.com/organization/altair,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"AltaIR Capital manage funds that invest in the world's most promising companies with disruptive ideas and great return potential. We invest in early and growth stage startup companies in various sectors. Our portfolio companies represent key players of the startup industry, top incubator graduates and promising teams.",7,,https://www.linkedin.com/company/9291712?trk=tyah&trkInfo=idx%3A1-2-2%2CtarId%3A1423597457926%2Ctas%3Aaltair+capital+manag,https://www.facebook.com/pages/AltaIR-creating-future-together/565725836784122,,Active,"AltaIR Capital is a venture capital firm that invests in very early/seed stage tech companies, in the areas of internet and mobile.",2010-01-01,year,,,,,,http://www.altair.vc,start@altair.vc,,,Venture Capital,"Convertible Note, Crowdfunding, Debt, Early Stage Venture, Secondary Market, Seed, Venture",171,224,,13,14,14,,,,"6,808",-0.2,-1.2,1.4,"6,135","4,369.61",59.78%,78,-54.39%,2.84,22.4%,26.82%,-11.37%,"3,379,568","-1,322,505",-28.13%,16,,,15,,,,,,,
Alta Partners,https://www.crunchbase.com/organization/alta-partners,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Alta Partners is a leading venture capital firm in life sciences, funding over 130 companies in the industry since 1996. Their diverse and integrated team brings together a powerful depth of knowledge and experience, delivering tangible results for their companies and their investors.",111,,,,,Active,"Alta Partners is a leading venture capital firm in life sciences, funding over 130 companies in the industry since 1996.",1996-01-01,year,,,,,,http://www.altapartners.com,alta@altapartners.com,,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Private Equity",108,221,,46,67,67,,,,"3,206",3.3,6,2.7,"1,937","1,245.16",253.79%,43,-26.82%,2.74,8.56%,58.72%,2.45%,"7,383,350","-6,848,312",-48.12%,35,,,12,,,,,239801,USD,239801
"HWVP, Hummer Winblad Venture Partners",https://www.crunchbase.com/organization/hummer-winblad-venture-partners,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Founded in 1989 by John Hummer and Ann Winblad, HWVP pioneered the idea of a venture capital firm investing exclusively in enterprise software companies. From their earliest funds focused on the disruptive shift away from mainframes to client/server computing, through the commodity-driven cloud data centers of today, they have remained true to their software-only roots. Through their deep understanding of the technology landscape, they have helped drive companies to success by supporting those at the forefront of disruptive advances in the software industry. Entrepreneurs themselves, their team has deep technology roots and a passion for building successful companies. Having started their careers as engineers and programmers, they understand the challenges inherent in creating a scalable and economically viable company. From the complexities of product launches, building sales teams, making payroll, and raising capital, to running public companies - they have been where you are and taken companies where you want to go.",189,http://twitter.com/humwin,http://www.linkedin.com/company/hummer-winblad-venture-partners,https://www.facebook.com/HWVP-75067742818/,,Active,Hummer Winblad Venture Partners is a California-based venture capital firm that invests in early-stage enterprise software companies.,1989-01-01,year,,,,,,http://www.hwvp.com,,(415) 979-9600,,Venture Capital,Early Stage Venture,92,205,,69,50,50,,,,"6,722",-0.1,0.5,0.6,"1,792","1,441.83",116.07%,69,-60.08%,2.88,-43.71%,30.98%,-20.76%,"7,733,644","-2,421,239",-23.84%,23,,,,,,,,134954,USD,134954
Walden International,https://www.crunchbase.com/organization/walden-international,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Walden International is unique among US venture firms through its focus on cross-border investments that leverage global markets and talent to grow industry-leading companies. For more than 30 years, their integrated team has brought extensive added value to help companies through capital, relationships and expertise. They look to partner with the best of the best – entrepreneurs with a strong appreciation for the benefits of leveraging talent and markets independent of geography to gain unfair advantage. Their team brings both extensive venture expertise together with in-depth operating experience to help you grow your company. They invest in early and expansion stage companies across sectors such as Semiconductors, Clean Tech, Internet & Digital Media and Software.",266,,,,,Active,Walden International is a venture capital firm.,1987-01-01,year,,,,,,http://www.waldenintl.com,walden@waldenintl.com,(415) 765-7100,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",128,201,,38,50,50,,,,"3,887",-1.1,-1.3,3.3,"1,887","1,965.39",-31.29%,230,121.48%,5.43,27.59%,36.74%,4.41%,"5,914,299","1,224,907",26.12%,11,,,,,,,,293403,USD,293403
Harrison Metal,https://www.crunchbase.com/organization/harrison-metal-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Harrison Metal invests in early stage technology companies in consumer, business services, and developer tools sectors.",276,http://twitter.com/mcgd,https://www.linkedin.com/company/407168/,,,Active,Harrison Metal invests in early stage technology companies.,2008-03-01,day,,,,,,http://www.harrisonmetal.com,info@harrisonmetal.com,,,Venture Capital,"Early Stage Venture, Seed",105,196,,50,49,49,,,,"3,421",-0.7,-1.2,3.3,"2,733","6,668.6",-35.47%,150,131.28%,2.16,0.46%,66.55%,-2.18%,"6,584,766","2,059,588",45.51%,30,,,16,,,,,,,
LAUNCH,https://www.crunchbase.com/organization/launch-co,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"LAUNCH supports founders and inspires innovation. LAUNCH Ticker:  http://launchticker.com LAUNCH Fund:  http://thelaunchfund.co LAUNCH Incubator:  http://www.launchincubator.co This Week in Startups:  http://thisweekinstartups.com --- LAUNCH Events:  LAUNCH Scale: http://launchscale.net LAUNCH Festival: http://launchfestival.com With an audience of 12,000+ VCs, angel investors, founders, developers, designers, CEOs and more, the LAUNCH Festival is the best place to launch your startup.",59,https://twitter.com/launch,https://www.linkedin.com/company/launch-media-llc,https://www.facebook.com/launch.is,,Active,Our mission: To support founders & inspire innovation.,2011-01-01,year,,,,,For Profit,http://launch.co,contact@launch.co,,,"Accelerator, Venture Capital","Convertible Note, Early Stage Venture, Seed",138,183,,80,14,14,On-Site,2019-09-16,12,"3,750",-2.1,-1.4,-1,"23,885","12,303.42",134.62%,42,0.29%,1.4,-1.1%,49.86%,-15.82%,"1,697,689","-985,450",-36.73%,24,,,18,,,,,,,
Alchemist Accelerator,https://www.crunchbase.com/organization/alchemist-accelerator,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Alchemist Accelerator is a venture-backed initiative focused on accelerating startups whose revenue comes from enterprises (not consumers). The accelerator backs teams with distinctive technical founders, and provides $36K notes, a fellowship of high potential founders, highly sought after mentors, customer development, and a structured path to fundraising. The program runs for 6 month and is based in Silicon Valley.",101,http://twitter.com/AlchemistAcc,https://www.linkedin.com/company/alchemist-accelerator,http://www.facebook.com/alchemistaccelerator,,Active,The Alchemist Accelerator is a venture-backed initiative focused on accelerating startups whose revenue comes from enterprises.,2012-01-01,year,,,,,,http://www.alchemistaccelerator.com,admissions@alchemistaccelerator.com,,,Accelerator,"Early Stage Venture, Seed",162,179,,16,19,19,On-Site,2019-09-28,24,397,-0.8,-0.9,-2.3,"12,749","16,397.26",-26.11%,136,1.39%,2.41,-3.49%,47.94%,14.59%,"1,980,218","383,360",24.01%,63,,,31,,,,,,,
Lowercase Capital,https://www.crunchbase.com/organization/lowercase-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Lowercase Capital is a private equity and venture capital firm specializing in investments in seed/startups, mature, and acquisition of later stage companies. The firm typically invests in wireless, media, commerce, infrastructure, energy, and transportation sectors. It also advises businesses and funds. Lowercase Capital is based in New York, New York.",212,http://twitter.com/Lowercase,https://www.linkedin.com/company/8945800,,,Active,Lowercase Capital is a Non-traditionalist Tech VC.,2007-12-31,day,,,,,,https://lowercasecapital.com/,pitches@lowercasellc.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",128,178,,3,44,44,,,,"1,803",-1,7,7.9,"6,067","8,649.81",13.08%,224,40.72%,4,-7.34%,39.57%,15.78%,"2,803,435","-34,623",-1.22%,23,,,9,,,,,,,
