Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Revolution,https://www.crunchbase.com/organization/revolution,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"Launched by [Steve Case](http://www.crunchbase.com/person/steve-case) in 2005, Revolution seeks to transform whole market sectors by shifting power to consumers. Revolution looks for companies that are attacking large, traditional industries with innovative new products and services.  Revolution LLC has three core business groups: Revolution Ventures, Revolution Growth and Revolution Places. Many industries are on the brink of disruptive change: At Revolution they build insurgent companies to capitalize on nascent opportunities. Revolution searches for businesses that recognize emerging market trends and pursues them, taking risks and ultimately defining their industry. Revolution scouts for innovative new products and breakthrough ways of doing things that are currently undiscovered, under-financed, or undone–leaving consumers under-served. Revolution Ventures makes initial early-stage venture capital investments in companies, often in partnership with other top-tier investors, in amounts of less than $10 million.  Revolution typically leads early rounds of financing but will also follow other top-tier investors in companies they love with investment partners they trust and respect.  The firm is often involved as a Board member with a focus on strategy and developing a competitive position in the marketplace. The Revolution Ventures team looks at business concepts that match its experience and interests.  These tend to be big disruptive ideas that attack areas of the consumer space ripe for reinvention, which have the potential to rapidly scale.  Businesses they engage with typically come from the consumer tech sector, media, entertainment, or other mass-market opportunities that offer a unique approach to tackling a staid category and grow into a significant consumer business. The Revolution Growth team sees itself as business builders, not just investors. Its sweet spot is on technology-enabled businesses that empower consumers and disrupt existing, multi-billion dollar industries. Revolution Growth invests upwards of $20M in “speed-ups” – helping companies take ideas from niche to mass and scale to capitalize on huge market opportunities. The team is highly selective – typically investing significant amounts in only two or three new companies per year. They operate on a very hands-on basis and as a true partner, working relentlessly with management teams, over a long period of time, to help build their businesses. Revolution Places invests in unique real estate and hospitality opportunities, creating a new model for travel and tourism that promotes and encourages a healthy lifestyle and establishes a consumer brand that reflects those values. The team invests in differentiated properties that have significant long-term development potential and in lifestyle hospitality companies with the opportunity to scale.  Revolution Places’ typical investment is in the $25-50 million range, and it is usually the majority shareholder. Across all funds and business areas, Revolution’s philosophy is that “Consumers drive the changes in the marketplace; Revolution serves as the engine”.",483,http://twitter.com/Revolution,https://www.linkedin.com/company/revolution-llc/,,,Active,"Revolution is a venture capital firm based in Washington, DC.",2005-04-01,day,,,,,,http://www.revolution.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",82,118,,42,20,20,,,,187,2.7,3.8,9.4,"35,772","38,172.38",71.71%,72,-30.22%,2.94,-15.02%,41.95%,1.67%,"980,838","-267,558",-21.43%,41,,,49,,,,,9619674,USD,9619674
Novak Biddle Venture Partners,https://www.crunchbase.com/organization/novak-biddle-venture-partners,"Bethesda, Maryland, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Novak Biddle Venture Partners provides equity financing and assistance to the management of young, information technology companies. They seek investment opportunities where the combination of ideas, dollars, experience, and relationships can create long-term, sustainable value.",95,,,,,Active,"Novak Biddle Venture Partners provides equity financing and assistance to the management of young, information technology companies.",1997-01-01,year,,,,,,http://www.novakbiddle.com,info@novakbiddle.com,240.223.0255,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",59,117,,35,39,39,,,,"11,195",0.2,0.6,0.9,879,316.75,,439,,6.65,,17.32%,,"8,856,693",,,8,,,,,,,,91806,USD,91806
Paladin Capital Group,https://www.crunchbase.com/organization/paladin-capital-group,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"Paladin Capital Group is a leading global investor that supports and grows the world’s most innovative companies through venture investment, expansion, and growth capital.  Paladin is a leader in investing in technologies, products, and services focused on dual use in both commercial and governmental markets with a strong value-add culture. The Paladin team merges financial expertise with national security and technical competence to add value across a wide array of market sectors and company stages. Paladin is focused on being an active investor—bringing decades of experience, advice, access, and relationships to its portfolio companies. Their most recent fund focuses on digital infrastructure resilience, investing globally in advanced technologies and solutions which enable, monitor, manage, and defend critical infrastructure that is dependent on cyber space.  The firm is headquartered in Washington, DC, with offices in New York City, Silicon Valley, London, and Luxembourg.",171,http://twitter.com/paladincap,http://www.linkedin.com/company/64897,,,Active,Paladin is a global investor that supports innovative technology companies through venture investment and growth capital.,2001-01-01,year,,,,,,http://www.paladincapgroup.com,submissions@paladincapgroup.com,202-293-5590,,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity",69,112,,40,34,34,,,,"5,310",0.2,1.1,-0.8,"3,508","4,935.66",215.22%,118,0.16%,4.16,58.3%,33.9%,4.27%,"4,245,901","-5,510,261",-56.48%,34,,,,,,,,3301618,USD,3301618
Dingman Center for Entrepreneurship,https://www.crunchbase.com/organization/dingman-center-angels,"College Park, Maryland, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"The Dingman Center Angels is a Maryland based angel investment group that provides funding to early-stage companies located within the Mid-Atlantic region. Their members are entrepreneurs, CXO's, venture capitalists and business leaders who have founded, funded and built world-class companies. They come from a wide array of industry expertise and in association with the Dingman Center of Entrepreneurship, create an extensive entrepreneurial community. They are looking for innovative, technology-driven startup companies addressing a significant market opportunity where their investment and expertise can make a difference. They introduce entrepreneurs to potential investors through presentations at monthly meetings which are held from September to June. Their group looks to invests $100,000 to $1,000,000 in seed/early stage companies, and will often syndicate with other angel groups and VC’s for deals up to $2 million. The Dingman Center Angels is not a fund and does not invest as a group. Their members collaborate on due diligence but make individual investment decisions. Each member makes their own thorough review of all information, including speaking with representatives of the company.",6,https://twitter.com/umd_dingman?lang=en,,,,Active,The Dingman Center Angels is a Maryland based angel investment group that provides funding to early-stage companies.,1986-01-01,year,,,,,,https://www.rhsmith.umd.edu/centers-excellence/dingman-center-entrepreneurship,,,,Angel Group,"Debt, Seed",75,112,,5,11,11,,,,"14,210",0.1,0,-0.3,"127,300","197,871.11",-21.45%,142,5.89%,2.58,9.79%,54.45%,-6.72%,,,,24,,,,,,,,,,
Oxford Finance LLC,https://www.crunchbase.com/organization/oxford-finance-corporation,"Alexandria, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,Oxford Finance LLC delivers flexible financial solutions to healthcare and life sciences companies worldwide. Our capital provides clients with the fuel needed for innovation and growth.,14,,,,,Active,Oxford Finance delivers flexible financial solutions to healthcare and life sciences companies worldwide.,2002-01-01,year,,,,,,http://www.oxfordfinance.com,info@oxfordfinance.com,888.471.0174,,Private Equity Firm,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo",87,95,,27,48,48,,,,"2,500",3,5.4,7.3,753,"6,114.32",-65.92%,338,680.05%,7.69,128.33%,32.7%,32.7%,"9,625,066","2,956,353",44.33%,26,,,13,,,,,724746,USD,724746
PROOF.VC,https://www.crunchbase.com/organization/new-atlantic-ventures,"Reston, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"New Atlantic Ventures [New Atlantic Ventures](http://www.navfund.com/) (formerly DFJ New England and Draper Atlantic) is an early stage VC firm investing nationally in cyber security, mobile, ecommerce, digital media, higher education and the business of healthcare. Collectively its partners have helped entrepreneurs start more than 100 companies including DivX, EnerNOC (NASDAQ: ENOC), Invincea, Massive (acquired by Microsoft), Mobile365 (acquired by Sybase), Moda Operandi, Qliance, Solve Media and Stitcher Radio. The firm manages $275 million from offices in Cambridge, MA and Reston, VA.",137,,https://www.linkedin.com/company/proof.vc/,,,Active,"PROOF.VC is an early-stage venture capital firm investing in cybersecurity, mobile, e-commerce and digital media companies.",1999-01-01,year,,,,,,https://proof.vc/,,(617) 758-4101,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",54,89,,17,19,19,,,,"7,664",0.9,-0.1,-0.5,"1,083",779.18,13.26%,30,-96.15%,4.16,-29.01%,0%,-35.18%,"9,217,615","480,725",5.5%,26,,,22,,,,,,,
Valhalla Partners,https://www.crunchbase.com/organization/valhalla-partners,"Vienna, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"In ancient Norse mythology, Valhalla was the stately hall of Odin, king of the gods. Here those Viking warriors whose feats in battle were greatest were invited to live forever, fighting with the gods by day and feasting by night. In their version of Valhalla they want to invite great entrepreneurs to work with Valhalla to build new, better and enduring companies. They want to bring together the best. Valhalla Partners brings extensive experience, resources and insights to bear in helping entrepreneurs in their quest to build world-class companies. They aid and accelerate companies at critical stages in their pursuit of success regardless of their size or maturity -- even if conventional wisdom is against them.",146,http://twitter.com/Valhallavc,http://www.linkedin.com/company/78621,http://www.facebook.com/ValhallaPartners,,Active,"In ancient Norse mythology, Valhalla was the stately hall of Odin, king of the gods. Here those Viking warriors whose feats in battle were",2002-01-01,year,,,,,,http://www.valhallapartners.com,emily@emilysarkisdesigns.com,(703) 448-1400,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",47,88,,26,25,25,,,,"13,128",-0.2,-0.1,-0.1,506,"1,195.48",11%,272,-13.01%,3.39,15.51%,40.19%,-27.62%,"14,133,395","-875,630",-5.83%,7,,,6,,,,,24297,USD,24297
Core Capital Partners,https://www.crunchbase.com/organization/core-capital-partners,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"Core Capital is a venture capital firm managing $350 million in private equity across two funds. The firm provides capital to both early-stage ventures and small to mid-sized growth companies developing or incorporating disruptive, â€œcoreâ€ technologies in high-growth technology sectors.",43,https://www.twitter.com/evan_macqueen,https://www.linkedin.com/in/jkeera,,,Active,Core Capital is a venture capital firm managing $350 million in private equity across two funds.,1999-01-01,year,,,,,,http://www.core-capital.com,info@core-capital.com,202-589-0090,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",45,85,,28,25,25,,,,"4,942",-0.3,2.6,3.6,647,445.84,347.33%,35,-96.81%,2.7,-66.24%,23.62%,23.62%,"13,233,180","-6,779,131",-33.87%,19,,,12,,,,,52528,USD,52528
J. Hunt Holdings,https://www.crunchbase.com/organization/j-hunt-holdings,"Vienna, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"J. Hunt Holdings is an investment holding company that provides funds for early stage ventures. It is specialized in both domestic and international projects and investments. The company invests between $100,000 and $1,100,000 in five key industry categories, including investment services, portfolio management, accounting, and financial solutions. Mainly focused on the technology and telecommunications sectors, it also invests in the video and sensing, data center management, social media, data security, and other sectors. J. Hunt Holdings is headquartered in Washington, District of Columbia.",,,,,,Active,J. Hunt Holdings is a family investment holding company that invests in promising early-stage ventures.,,,,,,,,http://jhuntholdings.com/,,,,Family Investment Office,"Early Stage Venture, Seed",79,83,,7,12,12,,,,"8,995",-0.1,0,-0.6,499,230.69,-27.72%,114,-35.18%,2.77,0.12%,15.83%,-34%,"15,398,253","3,010,071",24.3%,16,,,,,,,,,,
TDF Ventures,https://www.crunchbase.com/organization/tdf-ventures,"Chevy Chase, Maryland, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"TDF Ventures is a venture capital firm that targets seed and Series A stage start-ups. We focus on Infrastructure, Software and Services (IaaS, SaaS, XaaS) which includes the technology required to build networks to the services those networks deliver. Current areas of focus include security, the intersection of social media in the enterprise, distributed data centers, cloud services, software defined networks, the automation of business functions, small cell solutions, mobility, anything as a service. The companies in which we invest primarily target enterprise customers and carriers, though we occasionally invest in consumer oriented companies that leverage technologies from our core focus. We are passionate about investing early stage. We enjoy the process of creating something that didn’t exist before. We have all had operating jobs and enjoy collaborating with founders to figure out both business strategy and mechanics. What is the business model, how does the model work, what metrics do we care about, where are the bottlenecks? In general, what are the mechanics of growing a firm from a group of founders to a large company where we no longer know all the employees by name. In addition, we leverage our personal networks to provide additional expertise and recruiting support across all operations from technology and architecture to sales and marketing. Ultimately, we believe in the power of partnering and linking arms with entrepreneurs and other investors who share those views. TDF Ventures differs from other funds in that we have an evergreen pool of capital, so we are not tied to the rhythms of fundraising. We don’t have to deploy capital in a certain timeframe, so we don’t have to have liquidity in a certain timeframe. At TDF Ventures, we don’t have to recuse ourselves from company building to raise incremental capital. As such, we invest when we see opportunity, focus on supporting our portfolio companies, and can afford to be long-term partners. We are a $125M fund currently investing out of Fund III. Initial investments range from $500K to $5M. We invest nationally though have Partners in both in the Washington DC and SF areas, where we have a majority of our current investments.",51,,http://www.linkedin.com/company/tdf-ventures,,,Active,TDF Ventures is a venture capital firm that targets seed and Series A investments in technology companies.,2004-01-01,year,,,,,,http://www.tdfventures.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",46,78,,18,22,22,,,,"7,730",-0.2,-0.3,-0.8,594,887.27,-28.21%,89,160.3%,2.16,-0.21%,34.43%,-1.94%,"14,553,150","1,919,650",15.19%,21,,,9,,,,,,,
AAF Management Ltd.,https://www.crunchbase.com/organization/arabangel,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"AAF Management Ltd. is an early stage venture capital firm focused on ""Seed"" and ""Series A"" investment opportunities with companies that have international expansion potential. Our firm is currently deploying out of 3 investment vehicles with a total AUM of over $145M.",1,https://twitter.com/arabangelfund,https://www.linkedin.com/company/arab-angel-fund,,,Active,An Early Stage VC Firm,2016-01-01,year,,,,,,http://www.arabangel.vc,,,,"Micro VC, Venture Capital","Early Stage Venture, Seed",60,69,,2,3,3,,,,"2,271",7.1,5.8,2.5,"1,165","2,608.62",-6.09%,217,204.84%,3.13,22.31%,0%,-33.65%,"9,350,280","-197,538",-2.07%,27,,,13,,,,,,,
Updata Partners,https://www.crunchbase.com/organization/updata-partners,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"Updata Partners provides growth equity and growth experience to the next generation of technology market leaders.  Led by an investment team averaging more than 25 years of experience in the technology industries, Updata works with growth stage companies where the combination of our financial backing and our partners’ operating expertise will dramatically accelerate success. As former executives and entrepreneurs, Updata’s General Partners collaborate with management teams to build companies that stand out in their markets. With more than $750 million of committed capital since inception, Updata has provided growth equity funding to over 40 leading technology companies.",119,http://twitter.com/UpdataPartners,http://www.linkedin.com/company/updata-partners,http://www.facebook.com/pages/Updata-Partners/402756223176507,,Active,Updata Partners provides growth equity and growth experience to the next generation of technology market leaders.,1998-01-01,year,,,,,,http://www.updata.com,info@updata.com,(202) 618-8750,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",49,69,,44,26,26,,,,"5,812",-0.2,-0.4,2.5,"4,983","3,105.96",80.3%,66,-2.86%,2.38,-38.15%,9.58%,-58.97%,"4,526,560","-1,064,025",-19.03%,31,,,13,,,,,536896,USD,536896
