Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Maine Angels,https://www.crunchbase.com/organization/maine-angels,"Portland, Maine, United States",,,"East Coast, New England, Northeastern US",,"Maine Angels was founded in 2003 to enhance regional economic development by providing a cooperative mechanism for qualified investors to collaboratively locate, investigate, and make investments in promising early-stage companies. Maine Angels collective investments in companies typically range from $50,000 to $250,000 in most deals. In addition to providing financial capital, where appropriate Maine Angels members also provide intellectual capital to portfolio companies and the entrepreneurs who run it. Investments in companies based in Maine typically are eligible for Maine's Seed Capital Tax Credit Program administered by the Financial Authority of Maine (FAME). Maine Angels is headquartered in Portland, Maine.",20,,,,,Active,Maine Angels improves regional economic development by providing a cooperative mechanism for qualified investors.,2003-01-01,year,,,,,,http://www.maineangels.org,contact@maineangels.org,,,Angel Group,"Early Stage Venture, Seed",51,109,,,3,3,,,,"14,582",0.1,-0.1,0.3,182,325.64,-68.84%,416,"1,462.32%",6,200%,,,"19,704,730","5,147,131",35.36%,11,,,,,,,,,,
Square 1 Bank,https://www.crunchbase.com/organization/square-1-bank,"Durham, North Carolina, United States",,,"Research Triangle, East Coast, Southern US",,"Square 1 Bank is a full service commercial bank dedicated exclusively to serving the financial needs of the venture capital community and entrepreneurs in all stages of growth and expansion. Square 1's expertise, focus and strong capital base provide solid support for its clients' needs. The bank offers tailored products and solutions aided by the latest in technological innovations. To serve its relationships, Square 1 has offices coast to coast in Austin, Boston, DC, Denver, Durham, New York, San Diego, Santa Monica, Seattle, and Silicon Valley. ",154,http://twitter.com/Square1Bank,http://www.linkedin.com/company/square-1-bank,http://www.facebook.com/Square1Bank,,Active,Square 1 Bank is a full-service commercial bank that provides financial services to entrepreneurs and venture capitalists.,2005-08-08,day,2014-03-28,day,,,,https://www.square1bank.com,nsc@square1bank.com,866.355.0468,,Venture Debt,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo",101,107,,31,39,39,,,,"5,800",-0.2,-0.7,0.2,,"8,142.15",-100%,,,,,,,,,,16,,,6,,,,,255510,USD,255510
Green D Ventures,https://www.crunchbase.com/organization/green-d-ventures-2,"Manchester, New Hampshire, United States",,,"East Coast, New England, Northeastern US",,"Green D Ventures is a community of Dartmouth alums: investors, executives, entrepreneurs, and innovation enthusiasts, with a connection to Dartmouth College. At our core, we are a Dartmouth alumni venture fund investing in Dartmouth alum-led companies. We are private, for profit, and not part of Dartmouth. We strongly believe that we can do more together than we can alone.",2,https://www.twitter.com/greendventures,https://www.linkedin.com/company/green-d-ventures,https://www.facebook.com/greendventures/,,Active,Green D Ventures is a Dartmouth alumni venture fund investing in Dartmouth alum-led companies.,2014-01-01,year,,,,,,http://www.greendventures.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",72,86,,,10,10,,,,"4,302",-0.9,-2.1,4.7,,,,,,,,,,,,,7,,,,,,,,,,
TEDCO,https://www.crunchbase.com/organization/maryland-technology-development-corporation,"Columbia, Maryland, United States",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",,"TEDCO was created by the Maryland State Legislature in 1998 to facilitate the transfer and commercialization of technology from Maryland’s research universities and federal labs into the marketplace and to assist in the creation and growth of technology-based businesses in all regions of the State.  TEDCO is an independent organization that strives to be Maryland’s lead source for entrepreneurial business assistance and seed funding for the development of startup companies in Maryland’s innovation economy.  In Maryland and beyond, TEDCO is a resource of mentoring, funding and networking for entrepreneurs and start-ups that need guidance as they bring innovative concepts to market.  TEDCO is more than an early stage funding resource. It is the hub of Maryland’s entrepreneurial network where startups find mentors, organizational assistance, facilities for daily operations, and a roadmap for success.",17,http://twitter.com/MDTEDCO,http://www.linkedin.com/company/1432805?goback=%2Efcs_GLHD_maryland+tedco_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2&trk=ncsrch_hits,https://www.facebook.com/MDTEDCO/,,Active,"TEDCO is a Maryland-based independent organization focused on researchers, entrepreneurs, startups, and early-stage companies.",1998-01-01,year,,,,,,http://tedco.md,info@tedco.md,410.740.9422,,"Government Office, Venture Capital","Debt, Early Stage Venture, Seed",77,83,,24,3,3,,,,639,6.9,7,-0.4,184,840.33,26.78%,,,1,-88.89%,100%,100%,"27,304,444","7,841,129",40.29%,20,,,9,,,,,,,
Maryland Venture Fund,https://www.crunchbase.com/organization/maryland-venture-fund,"Columbia, Maryland, United States",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",,"The Maryland Venture Fund, started in 1994, is a $110M early-stage, evergreen venture capital fund dedicated to funding and growing the next generation of exceptional businesses based in Maryland.  The Fund makes direct investments in technology and life science companies and indirect investments in venture capital funds.",35,https://twitter.com/mdventurefund,https://www.linkedin.com/company/6657652?trk=prof-exp-company-name,https://www.linkedin.com/company/6657652?trk=prof-exp-company-name,,Active,Maryland Venture Fund is an evergreen venture capital fund that is dedicated to funding the next generation of outstanding businesses.,1994-01-01,year,,,,,,http://www.marylandventurefund.com/,,,,Venture Capital,"Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed",60,81,,11,12,12,,,,"4,722",0,4.2,2.1,"1,087",581.1,640.49%,113,,3.74,273.73%,28.25%,-71.75%,"9,253,153","-19,888,233",-68.25%,17,,,5,,,,,,,
QuestMark Partners,https://www.crunchbase.com/organization/questmark,"Baltimore, Maryland, United States",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",,"QuestMark Partners is an expansion-stage venture capital firm, providing growth capital to exceptional management teams across the U.S. With over $900 million under management, QuestMark targets highly-differentiated, often category-creating companies with the commercial traction and strategic position to support long-term standalone success. Since its founding in 1998, QuestMark’s collaborative, insightful, and patient approach to company building has helped many entrepreneurial firms become market leaders, across a range of industries. For more information on QuestMark, visit www.questmarkpartners.com or follow @QuestMarkVC.",39,http://twitter.com/QuestMarkVC,http://www.linkedin.com/company/questmark-partners,,,Active,"QuestMark Partners is an expansion-stage venture capital firm, providing growth capital to exceptional management teams across the U.S.",1998-01-01,year,,,,,,http://www.questm.com,questmarkpartners@questm.com,410-895-5800,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",47,81,,28,29,29,,,,"12,568",-0.2,-0.2,-0.2,155,206.31,,,,1,,100%,,"28,827,070",,,14,,,5,,,,,,,
Invesco,https://www.crunchbase.com/organization/invesco-perpetual,"Atlanta, Georgia, United States",,,"Greater Atlanta Area, East Coast, Southern US",,"Invesco is an independent investment management firm dedicated to delivering an investment experience that helps people get more out of life. They are privileged to manage more than $926.0 billion in assets on behalf of clients worldwide (as of November 30, 2018 ).  They offer a wide range of single-country, regional and global capabilities across major equity, fixed income and alternative asset classes, delivered through a diverse set of investment vehicles. High-quality results begin with specialized insight and disciplined oversight.",324,http://twitter.com/InvescoCanada,https://www.linkedin.com/company/3582438,http://www.facebook.com/InvescoCanada,,Active,Invesco is an independent investment management firm.,1935-01-01,year,1995-09-01,day,,,For Profit,http://www.invesco.com/,enquiry@invescoperpetual.co.uk,(713) 626-1919,,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",55,80,,15,24,24,,,,299,-0.5,-2.2,-0.3,"1,540,369","807,845.34",134.7%,83,-36.25%,1.94,-32.82%,68.15%,13.17%,"56,528","-33,433",-37.16%,7,5,172,45,,,,,,,
Betaspring,https://www.crunchbase.com/organization/betaspring,"Providence, Rhode Island, United States",,,"East Coast, New England, Northeastern US",,"[Betaspring](http://betaspring.com) is a mentorship-driven Providence-based startup accelerator program for technology and design entrepreneurs who are ready to build a product, launch a company, and change the world. Betaspring runs two 13 week accelerator sessions a year (Spring and Fall) that attract top-quality startup teams from across the US and around the world.",46,http://twitter.com/betaspring,http://www.linkedin.com/company/324514,http://www.facebook.com/Betaspring,,Active,Betaspring offers a mentorship-driven providence-based accelerator program for technology and design startups.,2009-01-01,year,,,,,,http://betaspring.com,info@betaspring.com,,,"Accelerator, Venture Capital",Seed,74,74,,,5,5,,,,"9,738",-0.1,0,-0.1,,135.85,,,,,,,,,,,9,,,7,,,,,,,
Cherrystone Angel Group,https://www.crunchbase.com/organization/cherrystone-angel-group,"Providence, Rhode Island, United States",,,"East Coast, New England, Northeastern US",,"Cherrystone Angel Group, founded in 2004 and comprised of over 60 Rhode Island members, is Rhode Island’s first organized angel investment group. Its members invest in early stage, typically pre-revenue companies, across the tri-state region.  While it is the entrepreneur who drives the company — and on whom ultimate success depends — Cherrystone believes that good advice and focused expertise are vital to the success of any business venture. When Cherrystone invests, it not only brings money to the table but industry knowledge and connections that will make its business succeed. All its members are experienced and qualified investors who have either built their own companies or have extensive experience launching new business ventures. Their backgrounds include creating or working with manufacturing, distribution, technology, and service companies.",12,,http://www.linkedin.com/company/cherrystone-angel-group,https://www.facebook.com/cherrystoneangelgroup,,Active,"Providence based angel group interested in biopharma, medical device and tech startups in New England.",2004-01-01,day,,,,,,http://www.cherrystoneangelgroup.com,info@cherrystoneangelgroup.com,(401) 519-4311,,Angel Group,"Early Stage Venture, Late Stage Venture, Seed",27,73,,30,6,6,,,,"13,331",1.3,1.5,3,283,125.77,-14.74%,44,-18.05%,1.35,-46.05%,65.19%,65.19%,"22,183,252","4,230,847",23.57%,15,,,,,,,,,,
Rethink Education,https://www.crunchbase.com/organization/rethink-education,"White Plains, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,Rethink Education is a venture capital fund focused exclusively on education technology that invests in early- and growth-stage start-ups looking to scale their solutions both domestically and across the globe.,67,https://twitter.com/rethink_ed,https://www.linkedin.com/company/rethink-education,,,Active,Rethink Education is a venture capital fund focused exclusively on education technology that invests in early- and growth-stage start-ups,2012-01-01,day,,,,,,http://rethink.vc/education,,914-683-8474,,Venture Capital,"Early Stage Venture, Late Stage Venture",50,72,,25,8,8,,,,"4,034",0.4,-0.4,-1.1,"4,327","2,956.36",137.3%,156,-17.08%,5.53,65.96%,43.71%,3.74%,"3,150,650","-3,688,547",-53.93%,16,,,,,,,,,,
ABS Capital Partners,https://www.crunchbase.com/organization/abs-capital-partners,"Baltimore, Maryland, United States",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",,"ABS Capital Partners is a venture capital firm that offers early-stage investment services to firms in the education, healthcare, and tech-enabled service industries. It was founded in 1990 by Tim Weglicki and Don Hebb and is based in Maryland.",53,http://twitter.com/abscapital,http://www.linkedin.com/company/abs-capital-partners,http://www.facebook.com/ABSCapital,,Active,"ABS Capital Partners invest on business & education services, information & communications technology, & health care.",1990-01-01,year,,,,,,http://www.abscapital.com,abscapital@abscapital.com,410.246.5600,,Venture Capital,"Early Stage Venture, Late Stage Venture",63,72,,47,35,35,,,,"6,613",0.3,1.3,0.8,"3,833","2,130.78",49.11%,33,-85.22%,1.92,-42.54%,46.18%,38.07%,"5,189,910","-396,241",-7.09%,15,,,16,,,,,5678288,USD,5678288
Launch NY,https://www.crunchbase.com/organization/launch-ny,"Buffalo, New York, United States",,,"Great Lakes, East Coast, Northeastern US",,"Launch NY is a U.S. Treasury-designated Community Financial Institution (CDFI) and a 501(c)(3) nonprofit venture development organization, providing pro bono mentoring and capital access to high-growth potential startups across Upstate NY. The mission is to identify, support and invest in high-growth, high-impact companies, and catalyze the entrepreneurial culture in the 27 counties comprising the western half of Upstate New York.",6,http://twitter.com/Launch_NY,http://www.linkedin.com/company/launch-ny,https://www.facebook.com/launch-ny-1036796123011680,,Active,Launch NY is a U.S. Treasury-designated Community Financial Institution (CDFI) and a 501(c)(3) nonprofit venture development organization.,2012-01-01,year,,,,,Non-profit,http://www.launchny.org/,mlavigne@launchny.org,7168496657,,"Entrepreneurship Program, Venture Capital",Seed,41,71,,70,1,1,,,,92,9.8,7.5,9.9,"1,717","1,314.19",9%,137,-38.35%,2.4,-19.14%,55.46%,-9.85%,"8,096,722","343,798",4.43%,6,,,16,,,,,248727,USD,248727
Hatteras Venture Partners,https://www.crunchbase.com/organization/hatteras-venture-partners,"Durham, North Carolina, United States",,,"Research Triangle, East Coast, Southern US",,"Hatteras Venture Partners is a venture capital firm based in Research Triangle Park, NC, with a focus on biopharmaceuticals, medical devices, diagnostics, and related opportunities in human medicine.  Founded in 2000, the firm consists of an experienced team with a broad and complementary skill set that is particularly relevant to building successful new biomedical companies. The Hatteras Venture Partners team brings operational experience, a successful track record, and a proven ability to enhance the value of the companies in which it invests. With three funds, the firm has more than $120 million under management.",131,,http://www.linkedin.com/company/hatteras-venture-partners,,,Active,Hatteras Venture Partners is a North Carolina-based venture capital firm that finances biomedical companies.,2000-01-01,year,,,,,,http://www.hatterasvp.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",40,69,,26,11,11,,,,"4,684",-0.6,-0.3,-1,"1,282","1,443.87",95.74%,121,22.34%,1.61,-65.22%,52.93%,29.54%,"10,626,934","-502,975",-4.52%,16,,,9,,,,,,,
Urban Us,https://www.crunchbase.com/organization/urban-us,"Brooklyn, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Urban Us is the leading early stage investor for startups re-imagining cities. Over the next two decades, they believe startups will play a central role making city life better as they re-design cities for 80% lower green-house gas emissions.  They're focused on sectors like real estate, public safety, transport, logistics, water, energy, waste, air quality, construction, architecture, internet connectivity and local government.  In addition to their seed investing, they work with pre-seed companies through URBAN-X, in partnership with BMW/MINI. Beyond investment in leading urban tech startups, they connect founders with a network of over 1,500 investors, founders and advisors focused on the intersection of startups and cities.  Before Urban Us, their team invested in leading startups and have built and sold multiple tech companies. They've worked on recycling, renewable energy, building efficiency, water infrastructure and municipal finance. They teach at the University of Chicago Booth School and have grad degrees from MIT, Harvard and Georgetown.",20,http://twitter.com/UrbanUsCo,https://www.linkedin.com/in/stonly,,,Active,"Urban Us is the leading early stage investor for startups re-imagining cities, supporting founders from product launch to global growth.",2013-11-01,day,,,,,,http://urban.us,hello@urban.us,,,Micro VC,"Debt, Private Equity, Seed, Venture",43,67,,1,1,1,On-Site,,,"2,957",-0.3,6.2,4.6,"7,622","4,732.81",171.88%,4,-90.97%,1.77,-16.48%,19.53%,-30.74%,"3,819,292","-2,143,076",-35.94%,32,,,18,,,,,,,
Constellation Technology Ventures,https://www.crunchbase.com/organization/constellation-technology-ventures,"Baltimore, Maryland, United States",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",,"Constellation Technology Ventures (CTV) is the venture investing organization within Exelon Corporation, the nation’s leading competitive energy provider. CTV invests in companies representing innovative energy technologies and business models, building a portfolio that represents a broad range of development stages and technology types. CTV catalyzes growth for its portfolio companies by providing equity capital, management expertise and connectivity to the broad and diverse Exelon commercial enterprise.",17,https://www.twitter.com/constellationeg,https://www.linkedin.com/company/constellation-energy,https://www.facebook.com/constellationenergy,,Active,"Constellation Technology Ventures, the venture capital arm of Exelon Corporation",,,,,,,,http://technologyventures.constellation.com,,877.997.9995,,Venture Capital,Late Stage Venture,42,62,,22,25,25,,,,"6,821",-0.1,3.5,1.8,543,388.33,"1,557.08%",5,-41.75%,1.38,-30.82%,61.63%,61.63%,,,,20,,,,,,,,,,
The Aurora Funds,https://www.crunchbase.com/organization/the-aurora-funds,"Durham, North Carolina, United States",,,"Research Triangle, East Coast, Southern US",,The Aurora Funds is a family of venture capital funds committed to providing resources to help early stage healthcare and information technology companies reach their full potential.,5,http://twitter.com/pinger,,http://www.facebook.com/pinger,,Active,The Aurora Funds is a family of venture capital funds committed to providing resources to help early stage healthcare and information,1994-01-01,year,,,,,,http://www.aurorafunds.com,,(919) 484-0400,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",34,61,,15,16,16,,,,"16,422",-0.1,1.2,-0.1,801,602.43,97.46%,97,72.69%,5.09,-25.89%,15.14%,-22.24%,"10,039,813","-2,846,001",-22.09%,11,,,,,,,,39860,USD,39860
