Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Harbert Growth Partners,https://www.crunchbase.com/organization/harbert-growth-partners,"Richmond, Virginia, United States",,,"East Coast, Southern US",,"Harbert Growth Partners is an investor in emerging companies with high growth potential in markets underserved by traditional venture capital investors.  We have been partners with entrepreneurs for the past 15 years and are currently investing out of HGP IV.  HGP is the U.S. growth equity affiliate of Harbert Management Corporation (“HMC”), an alternative asset management firm with approximately $4.8 billion in Regulatory Assets under Management as of April 30, 2017.  HMC is a privately-owned firm formed in 1993 to sponsor alternative asset investment funds. HMC serves foundations and endowments, funds of funds, pension funds, financial institutions, insurance companies, family offices and high net worth individuals across multiple asset classes. www.harbert.net.",30,,,,,Active,"Harbert Growth Partners is an emerging growth stage investor in tech and healthcare companies, and is the US venture affiliate of HMC",2002-01-01,year,,,,,,http://www.harbert.net/investment-strategies/private-capital/growth-capital/,bmustian@harbert.net,(804)782-3800,,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture",36,61,,21,15,15,,,,"10,483",-0.1,-0.1,-0.5,,,,,,,,,,,,,15,,,,,,,,,,
Sands Capital Ventures,https://www.crunchbase.com/organization/sands-capital-ventures,"Arlington, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Sands Capital Ventures is a venture firm committed to identifying highly innovative businesses - companies and individuals that have the capacity to transform a given industry. We are passionate about innovation, technology, and entrepreneurship and we want to join you in profitably transforming humanity. We look forward to working with you.",38,,,,,Active,Sands Capital Ventures is a venture capital and growth equity firm that invests in growing companies of all stages.,1992-01-01,year,,,,,,http://sandscapitalventures.com/,mrubin@sandscap.com,703 562 4000,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",40,58,,14,13,13,,,,"4,770",0.7,3.1,-0.5,"1,523","1,665.08",81.81%,45,-29.67%,3.02,6.23%,28.98%,28.98%,"8,112,384","-2,998,609",-26.99%,3,,,4,,,,,,,
Blu Venture Investors,https://www.crunchbase.com/organization/blu-venture-investors,"Vienna, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Blu Venture Investors is a venture capital investment company that supports early stage entrepreneurs in the Mid-Atlantic Region – Maryland, Virginia, Washington, DC and North Carolina. Their investors are experienced, successful operating executives with experience in a broad range of industries and business models. Each of their investors has successfully launched new companies, products or services.",30,http://twitter.com/Blu_Venture,,,,Active,"Founded in 2011, Blu Venture Investors supports early-stage entrepreneurs in the Mid-Atlantic Region and is a venture capital company.",2011-06-01,month,,,,,,http://bluventureinvestors.com,jhunt@bluventureinvestors.com,(703)903-0281,,Angel Group,"Early Stage Venture, Seed",38,58,,17,4,4,,,,"8,938",0.2,0.1,0.2,"1,056","1,083.64",4.34%,83,-27.46%,2.56,-53.19%,43.23%,33.56%,"10,413,850","1,649,420",18.82%,15,,,11,,,,,,,
Route 66 Ventures,https://www.crunchbase.com/organization/route-66-ventures,"Alexandria, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Route 66 Ventures is a private investment firm focused on helping entrepreneurs shape the financial services landscape of tomorrow by providing Venture Capital and Credit solutions to emerging financial technology and services companies.  Route 66’s Venture Capital team invests globally in early and growth stage disruptors, incumbents and service providers throughout various sectors in the financial services ecosystem.  Route 66’s Credit team seeks to fund alternative lending platforms and business models with balance sheet needs by purchasing whole loans or providing secured debt facilities.",39,https://twitter.com/route66ventures,http://www.linkedin.com/company/route-66ventures-llc,https://www.facebook.com/route66ventures,,Active,Route 66 Ventures provides venture capital and credit solutions to emerging financial technology and services companies.,2012-01-01,year,,,,,,http://route66ventures.com,,703-828-4198,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Seed",31,47,,21,2,2,,,,"6,082",-0.1,-0.1,-0.9,947,"1,545.64",-50.14%,35,-79.63%,2.8,-16.43%,43.39%,27.79%,"10,769,323","3,967,320",58.33%,21,,,,,,,,203063,USD,203063
The Accelerator Group,https://www.crunchbase.com/organization/the-accelerator-group,"Mclean, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Based in London, The Accelerator Group (TAG) has been an advisor and investor in early stage and start-up companies since 1995.  They focus on the Internet services, eCommerce and multi-channel retail sectors, investing primarily in the US and Europe.",31,,https://www.linkedin.com/company/tag-the-acceleration-group,https://www.facebook.com/1tagteam,,Active,The Accelerator Group (TAG) has been an advisor and investor in early stage and start-up companies since 1995.,2003-01-01,year,,,,,For Profit,http://www.acceleration-group.com,,,,Micro VC,"Early Stage Venture, Seed",23,32,,,11,11,,,,"10,029",-0.3,-0.5,2.3,,21.41,,,,,,,,,,,5,,,8,,,,,,,
SWaN & Legend Venture Partners,https://www.crunchbase.com/organization/swan-legend-venture-partners,"Leesburg, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"SWaN & Legend Venture Partners was formed in 2012 through the combination of SWaN Investors, a firm created by the management team who founded and scaled N.E.W. Customer Service Companies (a unit of NEWAsurion) and Legend Ventures, an early stage venture capital firm.  Collectively, the partners have created and distributed billions of dollars in value and have invested $300 million in innovative early and growth stage organizations headed by top-flight teams. The partners actively engage with management in building trusted brands worthy of consumer passions in the fields of retail products and services; technology-enabled commerce and education; food and hospitality; and sports and entertainment.  SWaN & Legend Venture Partners seek to invest in organizations that value the ethical treatment of employees, consumers, vendors and communities.",4,,https://www.linkedin.com/company/swan-&-legend-venture-partners,,,Active,"SWaN & Legend Venture Partners was formed in 2012 through the combination of SWaN Investors, a firm created by the management team who",2012-01-01,year,,,,,,http://www.swanandlegend.com,bharris@swanandlegend.com,(703)771-6301,,Venture Capital,Early Stage Venture,17,29,,9,2,2,,,,"4,261",-0.5,5.2,5.2,,326.37,,,,,,,,,,,17,,,,,,,,36160,USD,36160
Mach37,https://www.crunchbase.com/organization/mach37,"Herndon, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"MACH37 is the premier accelerator for entrepreneurs and startups that are solving important problems in the fields of cybersecurity, autonomous vehicles, artificial intelligence, cyber-physical systems, IoT, industrial controls, or other cyber-related fields where security is critically important. We go beyond the traditional model of typical startup accelerators by bringing our innovators focused mentorship and support from our exclusive Stars Mentor Network that is comprised of visionaries, practitioners, and successful entrepreneurs from across the cyber industry. Twice a year, MACH37 invests in a cohort of 5-10 cyber startups, each of which participates in an intensive 3-month program that emphasizes coaching, mentorship, and validation of their solution for product/market fit. Throughout the program, startups are introduced to investors and key public and private sector organizations in the Washington DC metro area. Our program is designed to propel cyber startups into the marketplace, equipped with the skills to connect with customers, grow and compete for funding, and generate traction. The program culminates with a Demo Day presentation to 150-200 investors. MACH37, launched in 2013, operates under a joint venture between VentureScope LLC and the Center for Innovative Technology, in Herndon, Virginia. VentureScope receives 3% equity from each MACH37 startup. Qualifying MACH37 startups are also eligible for an equity investment of up to $50k from CIT's MACH37 Seed Fund.",12,http://twitter.com/mach37cyber,http://www.linkedin.com/company/mach37-cyber-accelerator,,,Active,MACH37 is the premier accelerator for entrepreneurs and startups that are solving important cyber problems.,2013-01-01,year,,,,,,https://www.mach37.com/,info@venturescope.com,,,Accelerator,Seed,26,27,,1,1,1,On-Site,2019-10-01,11,"15,933",-0.1,0,-0.5,"5,797","1,469.2",841.11%,9,-81.7%,1.14,-80.03%,29.51%,29.51%,"5,757,031","-5,134,841",-47.14%,14,,,11,,,,,,,
Court Square Ventures,https://www.crunchbase.com/organization/court-square-ventures,"Charlottesville, Virginia, United States",,,"East Coast, Southern US",,"[Court Square Ventures](http://www.courtsquareventures.com/) is a venture capital firm that invests in early-stage communications, information technology, and media companies, with a particular interest in points of convergence between these industries. The firm's deep understanding of its three target sectors stems from the partners' 60 years of operating and investing experience in these areas. Court Square uses this base of experience to support young companies executing the critical transitions from pre-revenue to first sales and accelerating growth. Court Square seeks to establish close partnership with passionate, committed entrepreneurs and like-minded co-investors. The principals bring a broad national network of target sector contacts to bear in helping portfolio companies source customers, find strategic partners, and recruit key personnel.",19,,,,,Active,"Court Square Ventures is a venture capital firm that invests in early-stage communications, information technology, and media companies,",2000-01-01,year,,,,,,http://www.courtsquareventures.com,plans@courtsquareventures.com,(434) 817-3300,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",16,26,,7,12,12,,,,"13,834",0,0,0,,24,-100%,,,,,,,,,,5,,,7,,,,,,,
Center for Innovative Technology,https://www.crunchbase.com/organization/center-for-innovative-technology,"Herndon, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"In 2005, CIT celebrated 20 years of creating technology-based companies and strategies for innovation. From its original mission to enhance the research and technology transfer activities of Virginia universities, CIT has moved its focus toward the new technologies, entrepreneurs and technology companies that make innovation happen. Today, CITâ€™s operating structure consists of service lines that enable it to respond quickly and efficiently to new opportunities with government and private sector clients. The service lines â€“ CIT Entrepreneur, CIT R&D, CIT Broadband and CIT Connect â€“ establish a clear identity that allows us to meet their goals and close innovation gaps.",89,http://twitter.com/CITorg,http://www.linkedin.com/company/center-for-innovative-technology,http://www.facebook.com/CenterforInnovativeTechnology,,Active,CIT is a nonprofit corporation that accelerates the next generation of technology and technology companies.,1985-01-01,year,,,,,,http://www.cit.org,connectconsumer@cit.org,(703) 689-3000,,Government Office,Seed,21,23,,2,4,4,,,,"7,753",-0.1,3.8,1.1,"7,407","4,704.62",80.04%,63,-81.36%,6.75,0.47%,18.12%,-20.54%,"2,276,559","-1,177,029",-34.08%,,,,9,,,,,401795,USD,401795
Tredegar Investments,https://www.crunchbase.com/organization/tredegar-investments,"Richmond, Virginia, United States",,,"East Coast, Southern US",,Tredegar Investments is a company producing plastic films and aluminum extrusions and also invests in internet start-ups.,,,,,,Active,Tredegar Investments is a company producing plastic films and aluminum extrusions and also invests in internet start-ups.,,,1989-07-14,day,,,,http://www.tredegar.com,,804-330-1000,,Venture Capital,"Early Stage Venture, Late Stage Venture",14,22,,3,7,7,,,,"19,313",0.4,0.9,1.7,"6,806","4,497.61",176.59%,108,-11.73%,2.03,-21.91%,10.08%,-15.01%,"4,084,283","-2,483,197",-37.81%,25,,,22,,,,,17895134,USD,17895134
Razor's Edge Ventures,https://www.crunchbase.com/organization/razors-edge-fund,"Reston, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Razor's Edge is a venture capital fund founded by a group of distinguished entrepreneurs and executives from the national security industry.  At Razor's Edge Ventures, LLC, we invest in, and partner with, private technology companies serving the national security market exclusively or in combination with other commercial markets. Razor's Edge has a unique understanding of the national security community's strategic priorities and works tirelessly to identify and deliver disruptive technologies capable of advancing critical mission needs. We vet technology every day under challenging circumstances where the stakes are high and schedules are unforgiving. The goal of Razor's Edge is easily summarized but demands a broad cross-section of skills to attain: We will help innovative companies rapidly deliver unique capabilities to the Government customers who need them.",1,,,,,Active,Razor's Edge Ventures is a Virginia-based venture capital fund that invests in private technology companies.,2011-03-01,month,,,,,,http://www.razorsvc.com,deck@razorsvc.com,(703) 787-7727,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",10,21,,3,3,3,,,,"7,890",-0.3,-0.5,-0.3,,453.83,-100%,,,,,,,,,,30,,,,,,,,,,
DARPA,https://www.crunchbase.com/organization/darpa,"Arlington, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"The Defense Advanced Research Projects Agency was created with a national sense of urgency in February 1958 amidst one of the most dramatic moments in the history of the Cold War and the already-accelerating pace of technology. In the months preceding the official authorization for the agency's creation, Department of Defense Directive Number 5105.15, the Soviet Union had launched an Intercontinental Ballistic Missile (ICBM), the world's first satellite, Sputnik 1, and the world's second satellite, two months after Sputnik 1, resulted in a spectacular fiery failure. Finally, at the end of January 1958, a stunned United States became the second nation to place an object in orbit when it successfully launched the Explorer 1 satellite. Out of this traumatic experience of technological surprise in the first moments of the Space Age, U.S. leadership created DARPA, initially with the shorter name Advanced Research Projects Agency (ARPA). In the nearly 60 years since it was established, DARPA has owned the critical mission of keeping the United States out front when it comes to cultivating breakthrough technologies for national security rather than in a position of catching up to strategically important innovations and achievements of others. With no research and development facilities of its own, DARPA has become known as a laboratory and incubator of innovation by providing thought leadership, community-building frameworks, technology challenges, research management, funding, and other cultural and infrastructural support elements that it takes to usher transformative ideas toward consequential new realities.","1,404",http://twitter.com/darpa,http://www.linkedin.com/company/darpa,http://www.facebook.com/DARPA,,Active,DARPA is a central research and development organization for the US Department of Defense.,1958-02-07,day,,,,,For Profit,http://www.darpa.mil,employment@darpa.mil,(703) 526-6630,,Venture Capital,,18,20,,11,4,4,,,,"2,282",-1.3,-1.1,-0.5,"282,132","295,947.82",5.12%,127,-3.79%,2.53,-8.33%,62.84%,5.04%,"195,005","4,695",2.47%,19,,,8,3,1,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,Scientific and technological services,,,
