Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Inflexion Partners,https://www.crunchbase.com/organization/inflexion-partners,"Orlando, Florida, United States",,,"East Coast, Southern US",,,12,,,,,Active,Inflexion is a venture capital fund firm.,2003-01-01,year,,,,,,http://www.inflexionvc.com,info@inflexionvc.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",5,11,,2,3,3,,,,"26,635",-0.1,0.6,1.7,370,232.83,,49,,3,,,,"16,785,877",,,6,,,,,,,,,,
Palm Beach Capital,https://www.crunchbase.com/organization/palm-beach-capital,"West Palm Beach, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"PBC Principals and Senior Management have made significant personal commitments to our Funds, thereby ensuring that their interests remain very closely aligned with our Limited Partners. This commitment has worked well.",5,,https://www.linkedin.com/company/palm-beach-capital,,,Active,"Palm Beach Capital is a Florida-based private equity firm offering middle market buyouts, recapitalizations, and growth equity investments.",2001-01-01,year,,,,,,http://www.pbcap.com,opportunity@pbcap.com,561-659-9022,,Private Equity Firm,Early Stage Venture,10,10,,8,2,2,,,,"16,972",-0.4,-0.3,-0.6,251,"1,174.04",-70.37%,162,-45.44%,4.79,-17.8%,0%,-20.5%,"18,012,402","8,908,166",97.85%,31,,,14,,,,,16477271,USD,16477271
Entrenext Ventures,https://www.crunchbase.com/organization/entrenext-ventures,"Winter Park, Florida, United States",,,"East Coast, Southern US",,,,,,,,Active,"Entrenext backs entrepreneurs with funding, infrastructure, and mentoring for post-product, pre-revenue technology startups.",2013-01-01,year,,,,,,http://entrenext.com,hello@entrenext.com,,,Venture Capital,"Convertible Note, Early Stage Venture, Seed",7,10,,,1,1,,,,"25,539",0,-0.1,-0.4,,77.72,,,,,,,,,,,12,,,7,,,,,,,
10X Fund LP,https://www.crunchbase.com/organization/10x-fund-lp,"Niceville, Florida, United States",,,"East Coast, Southern US",,"10X Fund, LP is a technology focused hedge fund that invests primarily in the biotech space. 10X Fund LP is located in Niceville.",,,,,,Active,10X Fund LP invests principally in the biotechnology sector and is a technology-focused hedge fund based in Florida.,,,,,,,,,,,,Hedge Fund,"Late Stage Venture, Private Equity",1,10,,1,1,1,,,,"32,286",0.3,0.1,1.3,,,,,,,,,,,,,,,,,,,,,,,
Florida Opportunity Fund,https://www.crunchbase.com/organization/florida-opportunity-fund,"Winter Park, Florida, United States",,,"East Coast, Southern US",,"The Florida Opportunity Fund (FOF) was established in 2007 to increase the availability of venture capital in Florida. The FOF actively invests in Florida-focused venture capital funds, infrastructure projects, and emerging Florida-focused companies within industries of strategic importance to the State, including: Energy, Healthcare, Manufacturing, and Technology.",,,,,,Active,The Florida Opportunity Fund (FOF) was established in 2007 to increase the availability of venture capital in Florida.,2007-01-01,year,,,,,,http://www.floridaopportunityfund.com/,,,,Venture Capital,,7,10,,2,2,2,,,,"33,346",-0.2,0,-0.1,294,125.34,,565,,4.6,,48.63%,,"16,933,995",,,6,,,,,,,,,,
Rokk3r,https://www.crunchbase.com/organization/rokk3rlabs,"Miami, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"Rokk3r Labs is the best place in the world to launch companies that change the world. It is a platform for entrepreneurs to create startups that perform at least 10x greater than competitors, and a strategic partner for investors and organizations to increase value, mitigate risks and stay at the edge of innovation. With a focus on leveraging exponential technologies (e.g., the blockchain, artificial intelligence, and 3D printing) and implementing new-age methods of raising capital, Rokk3r Labs is harnessing global collective genius to cobuild companies that change the world. Currently, Rokk3r Labs has a portfolio of 30+ companies.",131,http://twitter.com/rokk3r_inc,http://www.linkedin.com/company/rokk3r-labs,http://www.facebook.com/rokk3r.inc,,Active,Rokk3r is a unique platform for entrepreneurs to launch companies through its comprehensive cobuilding approach.,2012-01-01,year,,,,,For Profit,http://www.rokk3r.com,info@rokk3r.com,(305)259-6637,,"Accelerator, Venture Capital",,7,9,,1,,,,,,"1,310",-0.8,-2.5,-1.9,"2,963","2,600.81",46.68%,169,-46.58%,3.43,64.24%,24.3%,-33.82%,"5,148,580","-2,445,142",-32.2%,11,6,,8,,,,,177488,USD,177488
Rokk3r Fuel EXO,https://www.crunchbase.com/organization/rokk3r-fuel,"Miami, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"Rokk3r Fuel ExO is a venture capital firm located in the heart of Miami's bustling Wynwood Arts District, where it works to fund the world's most promising startups and integrate lifelong investors into the creative economy. Rokk3r Fuel applies a tested methodology to mitigate the risk of early-stage investing. Founded in 2017, Rokk3r Fuel is industry agnostic in its venture sourcing, targeting instead exceptional entrepreneurs with experience and vision. The firm’s “founder focused, investor driven” approach is led by a core team with more than 60 years of combined experience in investment banking, wealth management and executive leadership.",4,https://twitter.com/rokk3rfuel,https://www.linkedin.com/company-beta/16209201/?pathWildcard=16209201,https://www.facebook.com/rokk3rfuelEXO/,,Active,Rokk3r Fuel ExO is a venture capital firm geared toward early- to later-stage companies propelled by exponential technologies.,2017-01-01,year,,,,,,http://www.rokk3rfuel.com,olivia@rokk3rfuel.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",7,9,,7,,,,,,"8,960",0,0,0.1,631,632.24,-24.04%,142,-48.21%,2.22,-54.54%,43.22%,-10.02%,"14,051,821","4,089,038",41.04%,28,,,,,,,,33377,USD,33377
Ark Applications,https://www.crunchbase.com/organization/ark-applications,"Lutz, Florida, United States",,,"Tampa Bay Area, East Coast, Southern US",,"Ark Applications, LLC is a family owned private equity and consulting firm dedicated to discovering companies that have the potential to be great. They seek to empower management teams in order to enhance performance, develop long-term growth strategies, and ultimately generate greater value.",2,,https://www.linkedin.com/company/ark-applications/,https://www.facebook.com/arkapplications,,Active,Ark Applications is a private equity and consulting firm that assists companies to enhance performance and develop growth strategies.,2015-11-20,day,,,,,,https://www.arkapps.com,info@arkapps.com,,,"Family Investment Office, Private Equity Firm","Convertible Note, Early Stage Venture, Private Equity, Seed, Venture",4,9,,7,,,,,,"17,884",0.4,-0.2,-0.6,,409.07,-100%,,,,,,,,,,7,,,,,,,,,,
Florida Growth Fund,https://www.crunchbase.com/organization/florida-growth-fund,"Fort Lauderdale, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"The Florida Growth Fund was established in 2009 to enhance Floridaâ€™s capacity for development, growth and innovation. On behalf of the Florida State Board of Administration, Hamilton Lane actively pursues private equity investment opportunities for the Florida Growth Fund. The experienced investment professionals guide these opportunities through rigorous due diligence process into one of two structures: Private equity fund investments Directly into companies through a co-investment with another institutional investor",4,,https://www.linkedin.com/company/florida-growth-capital-inc-/about/,,,Active,"The Florida Growth Fund was established in 2009 to enhance Floridaâ€™s capacity for development, growth and innovation.",2009-01-01,year,,,,,,http://www.floridagrowthfund.com,floridagrowthfund@hamiltonlane.com,(954) 745-2780,,Venture Capital,Late Stage Venture,6,9,,,4,4,,,,"44,466",-0.4,-0.5,-1.1,,109.26,,,,,,,,,,,5,,,,,,,,,,
Naples Technology Ventures,https://www.crunchbase.com/organization/naples-ventures,"Naples, Florida, United States",,,"East Coast, Southern US",,"Naples Technology Ventures (NTV) is a Venture Capital firm dedicated to investing in early-stage technology and services companies in emergent and expanding markets that exhibit a strong value-add. NTV looks for firms that have already launched products or services and are seeking additional capital and experienced guidance to take their company to the next level. NTV emphasizes an active investment approach whereby the fund builds relationships with company leaders to help them achieve sustainability through a balance of aggressive growth, cost controls, and judicious spending. Naples Technology Ventures is based in Naples, Florida.",1,,https://www.linkedin.com/company/naples-technology-ventures/,,,Active,Naples Technology Ventures is a Venture Capital firm focused on investing in early-stage Technology and Services companies.,2018-01-01,year,,,,,,http://naplestechnologyventures.com/,contact@naplestechnologyventures.com,2392061845,,Venture Capital,Early Stage Venture,8,8,,0,,,,,,"2,933",-0.2,8.2,8,151,70.95,,107,,5,,,,"21,929,920",,,12,,,,,,,,,,
Responder Ventures,https://www.crunchbase.com/organization/responder-ventures,"West Palm Beach, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"Responder Ventures is a venture capital firm that provides innovative products and solutions to the public safety sector. It aims to identify and support the top technologies available to assist our first responder partners within law enforcement, EMS, fire safety and military. Responder operates as an active investor, supporting management teams with a differentiated set of capabilities and a broad network to enhance and add value to every portfolio company. Company is founded in 2015.",2,https://twitter.com/ResponderVC,https://www.linkedin.com/company-beta/10537980/,https://www.facebook.com/ResponderVentures/,,Active,Responder Ventures invests in technology for the public safety sector.,2015-01-01,year,,,,,,https://www.responderventures.com/,info@responderventures.com,877-966-9455,,Venture Capital,Early Stage Venture,8,8,,2,1,1,On-Site,,,"10,260",-0.2,2.8,2,,,,,,,,,,,,,29,,,,,,,,,,
Knight Enterprise Fund,https://www.crunchbase.com/organization/knight-enterprise-fund,"Miami, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,,,,,,,Active,Knight Enterprise Fund is a venture capital firm based in Florida that finances early stage investments of media and technology companies.,,,,,,,,https://knightfoundation.org/enterprise-fund,,,,Venture Capital,,6,8,,,3,3,,,,"15,732",5.1,5.6,5,,,,,,,,,,,,,56,,,,,,,,,,
Grace Venture Partners,https://www.crunchbase.com/organization/grace-venture-partners,"Orlando, Florida, United States",,,"East Coast, Southern US",,"Grace Venture Partners (""GVP"") is a venture capital fund which invests in seed and early stage technology companies in the United States. GVP considers investments in software, semiconductor, materials, and communication technologies. The Fund has focused on the commercialization of defense technologies, which have been developed by industry leaders such as Lockheed Martin, Raytheon, and ITT.     The Gemesis Corporation, a GVP portfolio company located in Sarasota, FL is the world’s premier producer of gem quality fancy color diamonds. Using proprietary technology Gemesis has responded to the rapid growth of the global jewelry market for rare, fancy color diamonds with a series of exclusive technological breakthroughs that have resulted in the emergence of the Gemesis diamond. Gemesis Cultured Diamonds are diamonds – not simulations like cubic zirconia or moissanite. Gemesis cultured diamonds are chemically, optically and physically identical to mined diamonds, with the same brilliance, fire, hardness and timeless quality.",,,,,,Active,Grace Venture Partners is no longer investing. It is a venture capital firm specializing in investments in seed and early stage companies.,,,,,,,,http://gracevp.com,,407-835-7900,,Venture Capital,,7,8,,3,3,3,,,,"20,167",0.2,-0.1,2.3,,,,,,,,,,,,,2,,,,,,,,,,
Communications Equity Associates,https://www.crunchbase.com/organization/communications-equity-associates,"Tampa, Florida, United States",,,"Tampa Bay Area, East Coast, Southern US",,"Founded by J. Patrick “Rick” Michaels, Jr. in 1973, CEA began as a US Cable TV brokerage firm. Through specialized advisory and investment banking services, as well as through alternative asset management, CEA continues to serve clients and partners as it has done for decades, guiding them through paradigm shifts in industries all over the world. SPOTTING WINNING OPPORTUNITIES is the hallmark of CEA’s perspective and culture.  No matter the business or economic climate, opportunity demands the RIGHT THING in the RIGHT PLACE at the RIGHT TIME – Plan for it…Capitalize on it.",,,http://www.linkedin.com/company/communications-equity-associates,,,Active,"Founded by J. Patrick “Rick” Michaels, Jr. in 1973, CEA began as a US Cable TV brokerage firm. Through specialized advisory and investment",1973-01-01,year,,,,,,http://www.ceaworldwide.com,, 813-226-8844 ,,Private Equity Firm,,5,8,,,3,3,,,,"21,572",-0.3,0.9,2.1,,222.18,-100%,,,,,,,,,,9,,,13,,,,,410521,USD,410521
Kaplan Ventures,https://www.crunchbase.com/organization/kaplan-ventures,"Miami, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,,4,http://twitter.com/KaplanVentures,,,,Active,"Based in Florida, Kaplan Ventures is a private equity, venture capital, and venture debt investment arm of Kaplan, Inc.",,,,,,,,http://www.kaplanventures.com,ventures@kaplan.com,,,Venture Capital,"Early Stage Venture, Seed",7,8,,2,1,1,,,,"24,674",-0.2,0,-0.4,,,,,,,,,,,,,1,,,,,,,,,,
Emergent Growth Fund,https://www.crunchbase.com/organization/emergent-growth-fund,"Gainesville, Florida, United States",,,"East Coast, Southern US",,"The Emergent Growth Funds are member-managed angel funds that share the same focus on early stage companies. The current funds concentrate their activities on companies that are developing unique, leading-edge products, or proprietary technologies that possess the potential for rapid growth in significant markets.",,,,,,Active,The Emergent Growth Funds are member-managed angel funds that share the same focus on early stage companies.,2003-01-01,year,,,,,,http://www.emergentgrowth.com,int@emergentgrowth.com,,,Angel Group,Early Stage Venture,5,8,,1,,,,,,"41,579",-0.2,-0.1,1.6,274,45.73,,210,,2,,,,"20,820,935",,,7,,,,,,,,27182,USD,27182
Socialatom Ventures,https://www.crunchbase.com/organization/socialatom-ventures,"Miami, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"Socialatom Group is a New York based private investment and advisory firm with an economic development impact focus in Latin America. They promote upward socioeconomic mobility in Latin America by co-financing, operating and investing in companies and programs that foster high impact entrepreneurship and innovation in the region.",12,http://twitter.com/Socialatomv,,http://www.facebook.com/pages/Socialatom-Ventures/38139901527542,,Active,"Socialatom Ventures is an international team of entrepreneurs, investors and business professionals.",2012-07-01,day,,,,,,https://www.socialatomgroup.com/,,,,"Micro VC, Venture Capital",Seed,7,7,,,1,1,,,,"15,802",-0.1,0.4,-0.2,"1,430","1,705.89",-65.37%,0,-99.83%,1.07,-68.35%,96.45%,43.53%,"11,148,227","7,313,460",190.71%,4,,,22,,,,,,,
Medina Capital,https://www.crunchbase.com/organization/medina-capital,"Coral Gables, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"Medina Capital is a global private equity investment firm that specializes in providing growth capital. Its investment style and collaborative executive management helps companies achieve growth goals, increase value, and maximize their business potential. Medina Capital was established in 2012 and is headquartered in Miami, Florida.",32,http://twitter.com/medinacapital,https://www.linkedin.com/company/medina-capital,https://www.facebook.com/medina-capital-188287971309428,,Active,"Founded I 2012, Medina Capital is a private equity firm specialized in growth equity investments.",2012-01-01,year,,,,,,http://www.medinacapital.com,info@medinacapital.com,(305) 375 6000,,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",6,7,,5,4,4,,,,"16,613",0.5,0.7,0,480,787.51,-26.22%,64,639.49%,2.01,-12.39%,32.35%,9.74%,"16,358,808","1,962,293",13.63%,37,,,11,,,,,170915,USD,170915
Incubate Miami,https://www.crunchbase.com/organization/incubate-miami,"Miami, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"Incubate Miami is a science and technology business incubator located in downtown Miami. Incubate Miami offers strategic resources for young companies and entrepreneurs to expand operations and achieve financial success. These services are offered at the physical incubator located in downtown Miami as well as virtually to companies not located within the incubator facility.   Incubate Miami has a number of programs outside its business incubation services. These programs include a technology accelerator program that pushes technology entrepreneurs into a three month business development ""bootcamp"" in order to have a working business by the end of the program. They cover a wide array of topics.",2,http://twitter.com/incubatemiami,,,,Active,Incubate Miami is a science and technology business incubator providing strategic resources for startups.,2010-01-04,day,,,,,,http://www.incubatemiami.com,incubatemia@gmail.com,,,Incubator,Seed,7,7,,,,,,,,"19,922",2.4,1.5,0.3,,2.66,,,,,,,,,,,2,,,,,,,,,,
Spring Bay Ventures,https://www.crunchbase.com/organization/spring-bay-ventures,"Ponte Vedra Beach, Florida, United States",,,"East Coast, Southern US",,"Spring Bay seeks to invest capital in companies with established or clear potential for leading positions in their markets. They focus on companies that create highly competitive positions through deployment of proprietary technology and innovative business practices. Depending on the size or nature of the investment, Spring Bay invests independently or with like-minded partners. Investment performance requires skillful management execution of winning strategies. They place great value on forming a strong relationship with the management team of companies they invest in and the principals of Spring Bay make a personal commitment to lend their collective experience in support of achieving the company's goals.",,,,,,Active,Spring Bay Ventures is a Florida-based principal investment firm that offers growth equity funding services.,2002-01-01,year,,,,,,http://www.spring-bay.com,,904.273.8745,,Venture Capital,"Early Stage Venture, Late Stage Venture",5,7,,4,1,1,,,,"21,090",0.4,2,0.5,"1,134",848.86,7.55%,14,-58.79%,3.49,-20.06%,,,"9,988,736","14,445",0.14%,4,,,,,,,,61589,USD,61589
South Ventures,https://www.crunchbase.com/organization/south-ventures,"Miami, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"South Ventures facilitates an online platform that focuses on connecting investors with startups. It offers its services in Argentina, Brazil, Colombia, Spain, and the United States. South Ventures was acquired by nubelo and Guidecentral. South Ventures was founded by Federico Tessore and Sebastian Ortega in January 2013. It is based in Miami, Florida.",2,http://twitter.com/sthventures,http://www.linkedin.com/company/south-ventures,http://www.facebook.com/sthventures,,Active,"South Ventures is a Florida-based, online platform that allows Latin Americans to invest in global startups.",2013-01-02,day,,,,,,http://sthventures.com,info@sthventures.com,786 408 5625,,Venture Capital,Seed,5,6,,,2,2,,,,"12,690",0.1,0.6,1,"5,535","3,756.25",0.55%,281,12.64%,4.28,-21.7%,29.32%,6.13%,"3,680,703","645,084",21.25%,19,3,,,,,,,,,
Florida Gulfshore Capital,https://www.crunchbase.com/organization/florida-gulfshore-capital,"Naples, Florida, United States",,,"East Coast, Southern US",,Florida Gulfshore Capital is a growth equity investment firm focused on mid and late stage venture capital companies and small to mid market private equity opportunities. Their firm combines the investment talents of their partners with the rich operating experience of successful business executives in Southwest Florida.,2,,,,,Active,Florida Gulfshore Capital is a growth equity investment firm focused on mid and late stage venture capital companies and small to mid,,,,,,,,http://www.gulfshorecap.com,inquiries@gulfshorecap.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",6,6,,1,2,2,,,,"15,563",0.4,4.9,5.8,,40.55,-100%,,,,,,,,,,5,,,,,,,,,,
Crown Venture Fund,https://www.crunchbase.com/organization/crown-venture-fund,"Palm Beach, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,,,,,,,Active,Crown Venture Fund is an investment company specialized in early stage venture investments.,2008-01-01,year,,,,,,http://www.crownvif.com,,,,Family Investment Office,Early Stage Venture,5,6,,1,4,4,,,,"15,706",-0.1,0.8,3.4,,,,,,,,,,,,,3,,,9,,,,,,,
Venture Hive,https://www.crunchbase.com/organization/venture-hive,"Miami, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"Venture Hive Miami is a haven for world class startups and entrepreneurs. Daily programming from recognized best-in-class mentors and business leaders, regular events to support the greater South Florida tech community, and a magnet for international startups who want to make Miami home, Venture Hive supports both an accelerator and incubator for starting and building high growth technology companies in Miami.",26,http://twitter.com/venturehive,http://www.linkedin.com/company/venturehive,http://www.facebook.com/theventurehive,,Active,Venture Hive Miami is a haven for world class startups and entrepreneurs.,2012-09-20,day,,,,,,http://venturehive.co,info@venturehive.com,305.735.1274,,Accelerator,"Grant, Seed",6,6,,1,2,2,On-Site,2015-10-18,12,"16,959",3.4,2.5,2.2,,,,,,,,,,,,,22,,,,,,,,,,
Gazelle Lab,https://www.crunchbase.com/organization/gazelle-lab,"Tampa, Florida, United States",,,"Tampa Bay Area, East Coast, Southern US",,"Gazelle Lab is a TechStars Network member, mentor-driven, three-month, seed stage investment program. It offers $6,000 per founder to companies that make its list for up to 3 founders. In return, Gazelle Lab takes 6% equity in the company in common/founders stock. Company founders spend their Fall or Spring in Tampa Bay, Florida working in a common space and collaborating when appropriate. Gazelle Lab mentors everyone accepted into their program with business and other advice. Many times over the summer guest entrepreneurs will speak to Gazelle Lab's newest investees, and at the end of the program every company will be given an opportunity to pitch themselves to angel investors and venture funds.",7,http://twitter.com/gazelle_lab,http://www.linkedin.com/company/2259201,,,Active,Gazelle Lab is a mentor-driven seed stage investment program.,2010-01-01,year,,,,,,http://gazellelab.com,jeff@kngroo.com,813-382-8193,,Accelerator,Seed,6,6,,,,,,,,"31,362",2,1.3,2,,24.29,,,,,,,,,,,3,,,,,,,,,,
GunnAllen Venture Partners,https://www.crunchbase.com/organization/gunnallen-venture-partners,"Tampa, Florida, United States",,,"Tampa Bay Area, East Coast, Southern US",,"GunnAllen Venture Partners (""GAVP"") invests both equity and debt capital in venture-backed, private emerging growth companies. These companies typically require private financing to fund growth, take advantage of market opportunities, fund acquisitions, or generate shareholder liquidity. GAVP typically provides late-stage venture capital, strategic expertise, and resources to help companies achieve their specific business objectives. The firm's professionals have extensive experience working with companies in many different industries and in executing transactions utilizing a wide range of structures. As a result, GAVP is well versed in the issues unique to investing private capital. GAVP professionals maintain excellent relationships with leading investors at venture capital firms, hedge funds, specialized investment funds, and private family offices. Through these relationships the firm is able to find the right partners to assist our corporate clients in meeting their goals.",4,,,,,Active,"GunnAllen Venture Partners (GAVP) invests both equity and debt capital in venture-backed, private emerging growth companies.",1996-01-01,year,,,,,,http://www.gunnallen.com/vcapital.htm,,,,Venture Capital,"Early Stage Venture, Late Stage Venture",4,6,,3,4,4,,,,"34,750",0,2.7,1.1,,,,,,,,,,,,,13,,,4,,,,,,,
Eigenvalue,https://www.crunchbase.com/organization/eigen-value,"Miami Beach, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,,,https://www.twitter.com/shaunabe,https://www.linkedin.com/in/shaunabe,https://www.facebook.com/angellist,,Closed,Seed stage fund run by Shaun Abrahamson,2007-01-01,day,,,2013-06-01,day,,http://www.eigen-value.com,shaun.abrahamson@gmail.com,,,Micro VC,Seed,6,6,,,3,3,,,,"42,014",-0.5,-0.6,-0.3,,,,,,,,,,,,,7,,,,,,,,,,
Westshore Capital Partners,https://www.crunchbase.com/organization/westshore-capital-partners,"Tampa, Florida, United States",,,"Tampa Bay Area, East Coast, Southern US",,,,,,,,Active,Westshore Capital Partners is a private equity investment firm.,2006-06-30,day,,,,,,http://www.westshorecapitalpartners.com/,,813-223-3600,,Private Equity Firm,,6,6,,6,6,6,,,,"43,491",-0.3,-0.2,-0.5,334,"1,406.82",-93.78%,14,,2.1,109.78%,45.11%,5.52%,"19,050,034","13,120,905",221.3%,31,,,18,,,,,37288,USD,37288
Cambridge Capital,https://www.crunchbase.com/organization/cambridge-capital-2,"West Palm Beach, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"Cambridge Capital is a private equity firm investing in the applied supply chain. Key sectors include transportation, logistics, warehousing, packaging, and supply chain technology. Cambridge provides private equity to finance the expansion, recapitalization or acquisition of growth companies. The Cambridge philosophy is to invest in companies where Cambridge's operating expertise and in-depth supply chain knowledge can help portfolio companies achieve outstanding value.",85,https://twitter.com/benjaminhgordon,https://www.linkedin.com/in/bengordon18/,https://www.facebook.com/benjamin.gordon.3994,,Active,"Cambridge Capital is a private equity firm investing in the applied supply chain, including transportation, logistics, and technology",2009-01-01,day,,,,,,http://www.cambridgecapital.com/,info@CambridgeCapital.com,(561) 655-6232,,Private Equity Firm,"Late Stage Venture, Private Equity",4,5,,2,1,1,,,,"1,299",-1.2,5.4,9,40,370.75,-95.63%,10,-96.86%,1.5,-71.71%,50.34%,38.72%,"33,242,475","23,978,005",258.82%,24,,,11,,,,,,,
GF Investments,https://www.crunchbase.com/organization/gf-investments,"Sunrise, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,,1,,,https://www.facebook.com/globalrealtymanagement,,Active,"GF Investments is an acquisitions, management and developing company that leases retail, real estate and shopping centers in the US.",2007-01-01,year,,,,,,http://www.gfinvestments.com/,,(832) 203-0606,,Venture Capital,,4,5,,1,,,,,,"9,909",-0.4,-0.8,3.9,"1,258",861.38,54.25%,66,-60.28%,4,-17.3%,34.37%,16.24%,"8,356,702","-1,428,287",-14.6%,21,,,,,,,,,USD,
Gilo Ventures LLC,https://www.crunchbase.com/organization/gilo-ventures,"Crestview, Florida, United States",,,"East Coast, Southern US",,Gilo Ventures is a venture capital firm that seeks to invest in seed and early stage opportunities across diverse areas.,,,,,,Active,Gilo Ventures is a venture capital firm that focus on seed and 1st round investments,2000-01-01,year,,,,,,,elad@giloventures.com,,,Venture Capital,Early Stage Venture,4,5,,2,,,,,,"12,747",-0.3,5,5.4,,,,,,,,,,,,,,,,,,,,,,,
Amzak Capital Management,https://www.crunchbase.com/organization/amzak-capital-management,"Boca Raton, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"Amzak Capital Management is the private investment firm of the Kazma family. Originally from Canada but based in the U.S. since 1979, the Kazma’s got their start in the cable television industry. Under the leadership of Gerry and his son Mike, the Kazma’s developed and operated cable systems in Canada and the U.S. until 1992, when they entered the Latin American markets, with operations in Aruba, Venezuela, Trinidad & Tobago and Martinique.  In 1997, they built and operated Amnet, Central America’s largest cable television / triple play company, which was sold to Millicom International Cellular S.A. in 2008.  Over the past ten years, Amzak has transitioned from a family business primarily focused on the cable industry into an institutional investment manager with an investment perspective across a broad range of industries and strategies.  Today, Amzak focuses on four major areas: middle market, fixed income, real estate and healthcare. To a lesser extent, the firm also invests in public equity and, very selectively, alternative investments. These investments tend to be either opportunistic or complementary to one of its four investment groups. Amzak’s current portfolio is concentrated in the U.S., South America, Central America and the Caribbean.",3,,https://www.linkedin.com/company/1232520,,,Active,Amzak Capital Management is a private investment firm owned by the Kazma family.,1979-01-01,year,,,,,,http://amzak.com/,info@majalincapital.com,561 338 7677,,Venture Capital,,5,5,,4,4,4,,,,"14,104",0,1.6,3.2,"1,247",883.71,43.69%,94,-65.97%,4.25,-10.13%,23.2%,-6.87%,"8,619,615","-899,221",-9.45%,4,,,7,,,,,,,
Hudson Capital Group,https://www.crunchbase.com/organization/hudson-capital-management,"Fort Lauderdale, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,,,,,,,Active,"Hudson Capital Group is a private investment firm focused on the acquisition, developement and management of real estate assets.",1997-06-01,month,,,,,,http://www.hudsoncapital.com/,,800-603-6035,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",5,5,,1,2,2,,,,"18,133",1.3,2.4,1.2,,325.56,,,,,,,,,,,5,,,,,,,,,,
HCS Capital Partners,https://www.crunchbase.com/organization/hcs-capital-partners,"Miami, Florida, United States",,,"Greater Miami Area, East Coast, Southern US",,"The HCS team is composed of executives with experience in M&A, finance, strategy, PE investments, and operational improvement. Additionally, HCS leverages a network of specialists (legal, technology and industry experts) to develop a deep understanding of business opportunities and delivery models. The firm invests in areas where the combination of technology-driven-transformations (digital client interaction, data analytics powered by machine learning to predict commercial and risk related outcomes); regulatory-discontinuities; and, existing business model weaknesses create unique disruption opportunities. HCS invests in 3 distinct verticals of Banking, Insurance and Healthcare.",,,,,,Active,"A Private Equity and Venture firm that focuses on companies in the Insurance, Banking and Healthcare sectors. ",2016-01-01,year,,,,,,http:www.hcscapital.com,r.smith@hcscapital.com,,,"Fund Of Funds, Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity, Venture",5,5,,5,,,,,,"19,397",-0.1,0,-1,,,,,,,,,,,,,,,,,,,,,,,
