Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Amplify.LA,https://www.crunchbase.com/organization/amplify-la,"Venice, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"Amplify is a pre-seed fund in Venice, CA dedicated to backing strong teams at the earliest stages and supporting from first check to exit. The firm was founded in 2011, and has backed dozens of companies, which together have raised over half a billion dollars in funding, with exits to Apple, Google, FanDuel and others.",18,http://twitter.com/amplifyla,http://www.linkedin.com/company/amplify-la,http://www.facebook.com/amplifyla,,Active,"Amplify is a pre-seed fund in Venice, CA dedicated to backing strong teams at the earliest stages and supporting from first check to exit.",2011-12-01,day,,,,,,http://amplify.la,,,,"Accelerator, Venture Capital","Early Stage Venture, Seed",69,126,,36,13,13,,2019-10-01,,"2,147",-0.6,6.6,1.5,"5,761","7,672.67",-17.56%,97,-9.19%,2.21,-6.27%,47.37%,-9.66%,"3,582,900","615,643",20.75%,42,,,24,,,,,,,
Enterprise Partners,https://www.crunchbase.com/organization/enterprise-partners,"La Jolla, California, United States",,,"Greater San Diego Area, West Coast, Western US",,"Enterprise Partners was founded in 1985 and is one of the few venture firms that have consistently focused on investing in Southern California businesses. To date, they have helped build over 150 companies and they are currently investing their sixth fund. They are pleased to say that they have put over $1.1 billion to work for those companies. Their  partners are entrepreneurs themselves, having formed, run and sold multiple companies across a spectrum of industries. Their professional staff brings financial, legal, product development, marketing and operations support to the firm and the partners at Enterprise draw on their experience when working with their portfolio companies. Entrepreneurs often ask them what they look for in a company. Typically, they look at large emerging markets and markets undergoing fundamental changes along with the companies that they believe will become leaders in these markets and they look for talented people with innovative business models that can create or transform these large markets. They are open-minded regarding the specific types of businesses they fund but they are currently looking most actively at businesses in the life sciences.",39,,http://www.linkedin.com/company/46473,,,Active,Enterprise Partners was founded in 1985 and is one of the few venture firms that have consistently focused on investing in Southern,1985-01-01,year,,,,,,http://www.epvc.com,,,,"Micro VC, Venture Capital","Early Stage Venture, Late Stage Venture",52,116,,22,30,30,,,,"17,055",-0.1,-0.1,-0.2,,,,,,,,,,,,,3,,,,,,,,,,
Steamboat Ventures,https://www.crunchbase.com/organization/steamboat-ventures,"Glendale, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"Steamboat Ventures was founded in 2000, and named after the famous Mickey Mouse cartoon Steamboat Willie. Theatrically released in New York in 1928, Steamboat Willie was the screen debut of Mickey Mouse. It was also the first animated cartoon to use synchronized sound -- a great innovation at the time. Our mission at Steamboat Ventures is to help young companies successfully face the challenges of becoming leaders in their markets. We invest in early through growth stage companies that are pursuing opportunities at the intersection of technology, media, and consumer sectors.",202,,,,,Active,Named after the Mickey Mouse cartoon Steamboat Willie -- a great innovation at the time -- we help young companies become market leaders.,2000-09-15,day,,,,,,http://steamboatvc.com,,,,Corporate Venture Capital,,55,108,,25,28,28,,,,"6,829",0.2,0.5,2.3,"1,287","1,069.11",248.73%,284,245.11%,8.8,123.26%,12.7%,12.7%,"6,423,064","-9,043,718",-58.47%,9,,,,,,,,,,
Mucker Capital,https://www.crunchbase.com/organization/muckercapital,"Santa Monica, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"MuckerLab is a venture capital firm specializing in incubation, pre-seed, seed, start up, early stage and Series A investments. It targets investing in Internet software, services, and media ventures. It also prefers to invest in Enterprise, fintech, B2B and Consumer Products.  MuckerLab seeks to invest in Los Angeles and broader Southern California. It typically invests between $0.25 million and $1 million per deal. It runs an accelerator program.  The duration of the program can be as short as 3 months to as long as 24 months. It invests between $21,000 to $150,000 in exchange for a 7% to 12% equity stake.  Erik Rannala and William Hsu founded MuckerLab in October 2011. It has its headquarters in Santa Monica in California.",79,http://twitter.com/mucker,https://www.linkedin.com/company/mucker/,https://www.facebook.com/MuckerCapital/,,Active,"MuckerLab is a venture capital firm specializing in incubation, pre-seed, seed, start up, early stage and Series A investments.",2012-01-01,year,,,,,,http://www.muckercapital.com/,,,,Accelerator,"Early Stage Venture, Seed",79,104,,13,7,7,,,,"2,087",-1.2,-0.8,5.6,313,128.82,,,,1,,100%,,"22,731,741",,,6,,,,,,,,,,
Clearstone Venture Partners,https://www.crunchbase.com/organization/clearstone-venture-partners,"Santa Monica, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"Founded by Bill Elkus in 1998, Clearstone Venture Partners is a venture capital firm with offices in Santa Monica and Menlo Park, California. The firm manages over $650 million of committed capital in the technology sector, and has helped finance early-stage rounds in numerous successful companies such as eToys, Overture, PayPal, United Online, MP3.com, Jump and eMusic. Clearstone's limited partners include the investment affiliates of The State of California, JP Morgan, The University of California, The State of Michigan, The State of Pennsylvania, The University of Pittsburgh, Moore Capital and others.",182,http://twitter.com/clearstonevc,http://www.linkedin.com/company/clearstone-venture-partners,http://www.facebook.com/ClearstoneVC,,Active,"Founded by Bill Elkus in 1998, Clearstone Venture Partners is a venture capital firm with offices in Santa Monica and Menlo Park,",1998-03-01,day,,,,,,http://www.clearstone.com,info@clearstone.com,,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Seed",54,104,,24,22,22,,,,"6,758",0.2,0.9,0.6,"1,691","1,964.9",57.6%,255,589.62%,4.82,63.07%,37.26%,-21.23%,"6,605,114","-3,033,691",-31.47%,48,,,,,,,,,USD,
Mission Ventures,https://www.crunchbase.com/organization/mission-ventures,"San Diego, California, United States",,,"Greater San Diego Area, West Coast, Western US",,"Mission Ventures is a venture capital firm specializing in seed and early stage investments in emerging markets in software and information technology companies. It also makes growth capital investments. It does not consider investments in healthcare sector. The firm makes investments in communications, enterprise applications, infrastructure, and technology-driven services. It targets investments in entrepreneurial companies located in Southern California. The company can provide additional funds for follow-on financings and can partner with other venture capital firms. Mission Ventures was founded by Douglas F. Wall in 1996 and is headquartered in San Diego, California.",77,https://www.twitter.com/wordpressdotcom,,,,Active,Mission Ventures is a California-based venture capital firm providing investment and guidance to early-stage companies in emerging markets.,1996-01-01,year,,,,,,http://www.missionventures.com/index.php,info@missionventures.com,(858)350-2100,,Venture Capital,"Early Stage Venture, Late Stage Venture",47,101,,24,29,29,,,,"5,740",2.7,5.1,4.8,,271.14,-100%,,,,,,,,,,5,,,,,,,,,,
Rustic Canyon Partners,https://www.crunchbase.com/organization/rustic-canyon-partners,"Santa Monica, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"Rustic Canyon Partners is an early stage venture capital firm that invests in exceptional entrepreneurs building transformational companies.The firm typically invests in Internet, digital media, energy and efficiency, consumer web, clean technology, wireless, computer storage and peripherals, security software, and outsourcing sectors.",113,http://twitter.com/rusticcanyonvc,,http://www.facebook.com/rusticcanyonpartners,,Active,"Rustic Canyon Partners is California-based, early-stage venture capital firm focused on digital media, e-commerce, and SaaS-based companies.",1999-09-01,day,,,,,,http://www.rusticcanyon.com,info@rusticcanyon.com,(310) 998-8000,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",60,100,,30,29,29,,,,"5,829",-0.3,3.9,3.7,341,331.69,85.78%,,,1,0%,100%,0%,"22,922,390","-4,003,981",-14.87%,18,,,,,,,,225674,USD,225674
Crosscut Ventures,https://www.crunchbase.com/organization/crosscut-ventures,"Venice, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"Crosscut Ventures is a seed-stage venture capital firm in Los Angeles. The firm invests early in the equity of start-ups that have the potential to scale, disrupt, and build large markets. Crosscut is a catalyst for innovation, bringing decades of expertise in technology and entrepreneurship to help passionate founders build world-class companies. Founded in LA, the firm has been committed to powering the entrepreneurship community in southern California since 2008.",127,http://twitter.com/crosscutvc,https://www.linkedin.com/company/crosscut-ventures/,https://www.facebook.com/CrossCut-Ventures-548650415150086/,,Active,"Crosscut is a seed-stage venture capital firm in LA, partnering with early-stage founders to build extraordinary high-growth tech companies",2008-01-01,year,,,,,,http://www.crosscut.vc,info@crosscut.vc,,,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",71,97,,28,14,14,,,,"4,797",1.6,2.2,1.7,"2,338","3,475",-42.24%,277,-13.99%,1.86,-48.95%,52.69%,32.31%,"7,284,384","3,472,162",91.08%,4,,,,,,,,,,
Strong Ventures,https://www.crunchbase.com/organization/strong-ventures,"Los Angeles, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"Strong Ventures is a seed fund, based in California, that finances, supports and mentors Korean/Asian/Global entrepreneurs, empowering them to build strong ventures and to break successfully into the global market. With proven experience as operators, executives and entrepreneurs, we provide hands-on assistance and guidance. On top of our financial investment, we aim to provide tangible value to our entrepreneurs, through network reach, strategic thinking and execution collaboration. And, as we engage together in our venture endeavors, we hope to make the entrepreneurial ecosystem, where we build companies and labor in, a better, stronger and more fun place for all.",28,,,,,Active,"Strong Ventures is a seed fund that finances, supports and mentors global entrepreneurs.",,,,,,,,http://www.strongvc.com,info@strongvc.com,,,"Micro VC, Venture Capital","Early Stage Venture, Seed",62,96,,,2,2,,,,"7,930",0.8,0,-0.7,"1,234","1,968.4",19.41%,218,419.19%,3.28,98.8%,48.76%,-8.15%,"8,926,414","-2,639,171",-22.82%,12,,,,,,,,,,
Agility Capital,https://www.crunchbase.com/organization/agility-capital,"Santa Barbara, California, United States",,,"West Coast, Western US",,"Agility Capital is a private venture debt fund focused on providing innovative senior debt solutions to venture capital-backed private companies and Small Cap public companies located in the western United States.   Venture loans include: mezzanine financing, primary bridge loans, lines of credit, factoring lines of credit, non-formula lines of credit, and restructuring debt. Agility specializes in the type of loans that are necessary to provide an entrepreneur with time and operating capital to successfully achieve the next financing milestone, whether it is a private equity investment, a strategic partnership, the sale of the company, or public offering.",1,http://twitter.com/agilitycap,http://www.linkedin.com/company/3059038,,,Active,"Agility Capital, a venture debt fund, offers senior debt solutions to venture capital-backed private companies in the Western United States.",2000-06-09,day,,,,,,http://www.agilitycap.com,info@agilitycap.com,(805) 568-0425,,Venture Debt,"Convertible Note, Debt, Non Equity Assistance, Post-Ipo",93,94,,,31,31,,,,"12,716",-0.1,0.7,-0.2,,156.03,-100%,,,,,,,,,,15,,,,,,,,,,
Palomar Ventures,https://www.crunchbase.com/organization/palomar-ventures,"Ladera Ranch, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"Palomar Ventures was launched in 1999 by veteran venture capitalists to focus on early stage information technology companies that demonstrate the potential for exceptional growth and market leadership. The founding principle of Palomar is teamwork; they work closely with their portfolio companies to assist them in achieving their objectives. The partners at Palomar have contributed their strategic insight, network of corporate relationships, and recruiting skills to assist in building nearly 50 public companies. Palomar Ventures is currently investing Palomar III, a $225 million fund, bringing total capital under management to over $500 million. A typical investment involves $2 million to $5 million in capital, and they prefer to act as a lead or co-lead investor early in the process of value formation. They believe that beginning early with a company is the best way to utilize their experience in building value rapidly by focusing the company on a small number of key milestones. Given their personal experience in running venture-backed companies, Palomar's partners understand the frustrations of the entrepreneur in dealing with the venture community. Their philosophy includes a commitment to responding rapidly to new ideas and business plans, and to forming partnerships with the goal of creating sustainable companies for the long term.",76,,,,,Active,Palomar Ventures was launched in 1999 by veteran venture capitalists to focus on early stage information technology companies that,1999-01-01,year,,,,,,http://www.palomarventures.com,,,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",45,94,,21,35,35,,,,"16,428",-0.1,0,-0.1,24,57.39,,5,,2,,,,"34,136,201",,,6,,,,,,,,87650,USD,87650
Idealab,https://www.crunchbase.com/organization/idealab,"Pasadena, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"Bill Gross started Idealab in 1996 to create and operate pioneering technology companies. The structure of Idealab has allowed us to test many ideas at once and turn the best of them into companies, attracting the human and financial capital necessary to bring them to market. Many of these companies were among the first to introduce new business ideas to the market. CitySearch, now a part of InterActive Corp., established the category of local online community directories. eToys demonstrated the tremendous potential for online consumer retail and became one of the most recognized brands during the early days of e-commerce. Overture Services, which began life as GoTo.com, was the first company to introduce the concept of paid search. Now part of Yahoo, Overture's business model is the underpinning of a multibillion-dollar online search market. Idealab's mission is to create and operate pioneering technology companies. Idealab provides a broad range of operational support to its companies, allowing the company management teams to focus on getting to market quickly and cost effectively and to take advantage of the serial start-up experience of the Idealab team. Bill Gross and Idealab have founded or advanced development of more than 150 companies. Current operating companies are providing innovative technology solutions in industries such as software, search, Internet media and services and alternative energy fields.  In addition to capital, Idealab provides a full range of resources to infuse start-ups with the support they need to rapidly introduce innovative products and services. Resources include office space and the accompanying office services, development and technology, product and graphic design, marketing, financial advice, human resources, competitive research, legal, accounting and business development support and services. In addition, Idealab provides advice on strategy, branding and corporate structure.",381,http://twitter.com/Idealab,https://www.linkedin.com/company/idealab,http://www.facebook.com/idealab,,Active,"Founded in 1996, Idealab is the longest running technology incubator.",1996-03-14,day,,,,,,http://www.idealab.com,contactus@idealab.com,(626)585-6900,,Incubator,"Early Stage Venture, Late Stage Venture, Seed",68,86,,10,24,24,,,,"3,708",0,4.9,4.8,"34,061","34,326.6",8.24%,71,-8.83%,1.53,-7.88%,59.14%,4.77%,"1,240,019","12,536",1.02%,19,,,9,,,,,10715291,USD,10715291
Frontier Venture Capital,https://www.crunchbase.com/organization/dfj-frontier,"Santa Monica, California, United States",,,"Greater Los Angeles Area, West Coast, Western US",,"Draper Frontier is a venture capital firm that finances early-stage media and technology companies. Frontier backs passionate entrepreneurs and provides a breadth of business assistance, including strategy, corporate management, hiring, customer acquisition, and fund raising.",113,http://twitter.com/DFJ_Frontier,,,,Active,Frontier Venture capital is a venture capital firm that finances early-stage media and technology companies.,2002-11-04,day,,,,,,http://www.draperfrontier.com/about-us/,info@frontiervc.com,(424) 354-2244,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",50,82,,20,15,15,,,,"8,181",0.7,0.7,-0.7,891,"1,236.26",-12.61%,336,,2.36,135.95%,41.48%,-58.52%,"11,609,958","-1,536,372",-11.69%,9,,,,,,,,,,
