Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Aisling Capital,https://www.crunchbase.com/organization/aisling-capital,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Aisling Capital believes the next decade will be marked by a revolution in healthcare driven by new therapeutics generated by biotechnology. The completion of the human genome has given scientists new insights into the causes of human disease. These insights, combined with the past 20 years of developments in the biotechnology industry, are leading to rapid expansion of novel approaches toward the diagnosis, prevention, and treatment of life-threatening illnesses. These advances have led to an ever-increasing demand for capital to complete the development and commercialization of new therapeutics. Our goal is to support the leading global healthcare companies that are building on these technical and medical breakthroughs to commercialize new healthcare products.",55,https://twitter.com/AislingInvestor,https://www.linkedin.com/company/974274?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A974274%2Cidx%3A1-1-1%2CtarId%3A1440175511774%2Ctas%3AAisling%20Capital,,,Active,Aisling Capital believes the next decade will be marked by a revolution in healthcare driven by new therapeutics generated by,2000-01-01,year,,,,,,http://www.aislingcapital.com,jhoerrner@aislingcapital.com,(212) 651-6379,,Private Equity Firm,"Debt, Early Stage Venture, Late Stage Venture, Private Equity",52,87,,17,37,37,,,,"6,526",-0.1,-0.2,-0.3,"2,204","3,376.15",85.11%,101,22.28%,4.51,11.93%,26.78%,-1.52%,"5,881,976","-2,451,150",-29.41%,3,,,11,,,,,,,
Deerfield,https://www.crunchbase.com/organization/deerfield,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Deerfield is an investment management firm, committed to advancing healthcare through investment, information and philanthropy.  Launched in 1994 with $17 million in equity  In 2018, Deerfield Management has funds at over $8 billion. A portion of profits from the Deerfield funds are also donated to the Deerfield Foundation, including all of Deerfield’s profits from a selected fund.  Deerfield Management invests broadly in public healthcare securities, with no restrictions on the size of the company in question, or in the type of security. Deerfield typically owns equity or debt interests in more than 100 companies.  Deerfield works with companies from across the breadth of the healthcare spectrum, from early stage drug research businesses to mature healthcare service and medical device companies.   The Deerfield Institute employs a range of research methods specially built to provide us with objective, scientifically grounded primary market intelligence. Deerfield surveys, interviews and consults with thousands of professionals each year, in the effort to understand and track today's most complex healthcare issues. ",94,,,,,Active,"Deerfield is an investment management firm, committed to advancing healthcare through investment, information and philanthropy.",1994-01-01,year,,,,,,http://www.deerfield.com,karenh1@deerfield.com,301-260-2285,,Hedge Fund,"Debt, Early Stage Venture",70,79,,37,39,39,,,,"4,627",-0.1,0.1,2.4,"12,633","9,874.68",107.91%,123,64.62%,3.3,-2.49%,61.06%,11.81%,"1,814,741","-1,031,414",-36.24%,38,,,,,,,,26809311,USD,26809311
Coatue Management,https://www.crunchbase.com/organization/coatue-management,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Coatue Management is a privately owned hedge fund sponsor. The firm invests in the public equity markets globally focusing on investments in technology, media and telecommunications in addition to other sectors. It employs long/short strategy to make its investments. Coatue Management was founded in 1999 and is based in New York City.",206,,,,,Active,"Coatue Management invests in public and private equity markets focusing on the technology, media and telecommunications industries.",1999-01-01,year,,,,,,http://coatue.com,media@coatue.com,,,Hedge Fund,"Early Stage Venture, Late Stage Venture",61,78,,31,15,15,,,,161,0.6,7.2,8.8,"24,290","9,854.69",151.79%,182,-9.5%,3.78,44.45%,20.09%,-29.8%,"1,300,568","-1,354,723",-51.02%,27,,,,,,,,939559,USD,939559
Citigroup,https://www.crunchbase.com/organization/citigroup,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Citigroup is a diversified financial services holding company that provides various financial products and services. The company operates through two segments, Global Consumer Banking (GCB) and Institutional Clients Group (ICG). The GCB segment offers traditional banking services to retail customers through retail banking, commercial banking, Citi-branded cards, and Citi retail services. The ICG segment offers various banking, and financial products and services to corporate, institutional, public sector, and high-net-worth clients. This segment provides wholesale banking products and services, including fixed income and equity sales and trading, foreign exchange, prime brokerage, derivative services, equity and fixed income research, corporate lending, investment banking and advisory services, private banking, cash management, trade finance, and securities services. Citigroup Inc. was founded in 1812 and is based in New York, United States.","7,930",https://twitter.com/citi,https://www.linkedin.com/company/citi,https://www.facebook.com/citi,,Active,Citigroup is a diversified financial services holding company that provides various financial products and services.,1812-01-01,year,1986-11-07,day,,,For Profit,https://www.citigroup.com,,,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",65,72,,25,19,19,,,,6,2.5,4.6,5,"1,414,982","1,352,143.18",0.19%,328,17.62%,4.87,-18.65%,40.21%,0.84%,"38,234","4,196",12.33%,79,4,"2,162",112,,,,,7389147448,USD,7389147448
University Ventures,https://www.crunchbase.com/organization/university-ventures,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"University Ventures (UV) is the only investment firm focused exclusively on the global higher education sector. UV pursues a differentiated strategy of 'innovation from within'. UV has the deepest respect for the missions and traditions of colleges and universities around the world and is confident that through innovation, these same institutions will be successful in fulfilling and expanding their missions. By partnering with top-tier universities and colleges and then strategically directing private capital to develop innovative programs of exceptional quality that address major economic and social needs, UV is setting new standards for student outcomes and advancing the development of the next generation of colleges and universities on a global scale. UV is a thought-leader on trends impacting global higher education and disseminates analyses on key issues to the higher education community. UV is viewed by many colleges and universities as a trusted  <a href=""https://www.dissertationcorp.co.uk/"">dissertation help</a> counselor and partner in navigating the major changes underway.",76,http://twitter.com/UniVenturesFund,https://www.linkedin.com/company/university-ventures,http://www.facebook.com/UniversityVenturesFund,,Active,University Ventures is the premier investment firm focused exclusively on the global higher education sector.,,,,,,,,https://www.jurnalloker.web.id/,info@universityventures.com,212-202-3100,,Private Equity Firm,Private Equity,41,63,,20,7,7,,,,"6,068",2.2,1.9,-0.6,,56.64,,,,,,,,,,,19,,,,,,,,,,
Third Point Ventures,https://www.crunchbase.com/organization/third-point-ventures,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Third Point Ventures is the venture capital arm of Third Point LLC, a registered investment adviser based in New York, with approximately $5 billion of assets under management. The firm was founded in 1995 by Daniel S. Loeb. Third Point Ventures is led by Robert Schwartz, an industry veteran with more than 25 years of experience in private equity and technology company management, and is based in Sunnyvale, California.",84,,https://www.linkedin.com/company/71879,,,Active,"Third Point Ventures is the venture capital arm of Third Point LLC, a registered investment adviser based in New York, with approximately",1995-01-01,year,,,,,,http://www.thirdpointventures.com/,ir@thirdpoint.com,212 318 3851,,Hedge Fund,"Early Stage Venture, Late Stage Venture",42,56,,26,14,14,,,,"7,043",1.1,1.9,-2,608,503.84,-18.95%,66,18.48%,3.79,-30.26%,30.25%,-8.38%,"13,537,004","3,606,036",36.31%,8,,,,,,,,,,
Morgan Stanley Expansion Capital,https://www.crunchbase.com/organization/morgan-stanley-expansion-capital,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Morgan Stanley Expansion Capital is a private equity platform targeting late-stage growth investments in technology, health care, consumer, digital media and other high-growth sectors. For nearly three decades, Morgan Stanley has successfully pursued growth investment opportunities. Expansion Capital’s experienced investment team combines extensive growth equity and franchise experience to pursue a value-creation strategy focused on operational and financial measures. The team works closely with the successful entrepreneurs and business professionals underlying its investments to assist in building proprietary advantage for portfolio companies. Expansion Capital also leverages the brand and global network of Morgan Stanley to source investment intelligence and opportunities.",16,,,,,Active,"Morgan Stanley Expansion Capital, a private equity firm, invests in technology, healthcare, consumer, digital media, and many other sectors.",,,,,,,,http://www.morganstanley.com/im/en-gb/intermediary-investor/strategies/private-equity-and-credit/expansion-capital.html,,,,Private Equity Firm,Late Stage Venture,50,55,,17,28,28,,,,"6,238",-0.4,2.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,
Stripes Group,https://www.crunchbase.com/organization/stripes-group,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Stripes Group, based in New York City and founded in 2005, is a growth equity firm that makes $10-100 million investments in Software, Internet and Branded Consumer Products businesses. Our approach to investing is founded on five core principles: Professional Enthusiasm: We share a passion for building businesses. Our job title might be “investor”, but we view ourselves more as “professional enthusiasts” privileged to help great entrepreneurs achieve their goals. Brand Building: In today’s world of technology and consumer products companies, strong brands win. We love to help scale strong brands that engender customer loyalty and advocacy. Operational Focus: Drawing upon deep experience as entrepreneurs, our team lends active support to help build networks, recruit talent, offer M&A advice and support other operational elements critical to growing companies. Expect Success: There is no numbers game of “hits” and “misses” within our investment strategy. We invest in just a few companies every year and expect each one to succeed. This translates to us providing whatever resources you need to achieve your goals. Flexible Engagement: How we engage is a function of what entrepreneurs and their teams need. We calibrate our support to make sure we’re part of the solution, not an additional headache.",166,http://twitter.com/stripesgroup,http://www.linkedin.com/company/86090,,,Active,"Stripes Group is a growth equity firm that invests in Software, Internet and Branded Consumer Products companies.",2003-01-01,day,,,,,,http://www.stripesgroup.com,info@stripesgroup.com,(212) 823 0720,,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",40,53,,37,14,14,,,,"8,252",-0.5,-0.8,1.3,"7,089","7,200.87",-8.41%,268,47.27%,7.03,35.34%,32.23%,0.45%,"2,058,947","20,185",0.99%,37,,,32,,,,,62093,USD,62093
LeFrak,https://www.crunchbase.com/organization/lefrak-organization,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,Active,"LeFrak is a preeminent, family-owned property company committed to community development and long term ownership.",1901-01-01,year,,,,,,http://lefrak.com/,info@lefrak.com,212-708-6600,,Private Equity Firm,,41,49,,,1,1,,,,"7,204",0.5,1.3,-0.7,"2,073","3,676.89",-15.91%,295,246.37%,8.26,101.39%,43.88%,18.34%,"4,670,496","-798,610",-14.6%,24,,,12,,,,,27405,USD,27405
Riverside Company,https://www.crunchbase.com/organization/riverside,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,Riverside Company is the largest and oldest global private equity firm investing in companies with enterprise values of under $200 million.,185,http://twitter.com/TheRiversideCo,https://www.linkedin.com/company/the-riverside-company/,,,Active,The Riverside Company is a private equity firm investing in companies with enterprise values of under $200 million.,1988-01-01,year,,,,,,http://riversidecompany.com,,+1 216 706 1030,,Private Equity Firm,,45,47,,32,11,11,,,,"1,164",1.2,6.9,-0.9,"28,223","25,259.85",9.67%,111,22.51%,3.98,-68.05%,31.58%,8.14%,"1,029,159","327,801",46.74%,25,,,17,,,,,,,
Goldman Sachs Investment Partners,https://www.crunchbase.com/organization/goldman-sachs-investment-partners,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,Goldman Sachs Investment Partners is a global team of professionals from a wide range of backgrounds with one common goal—driving technology-based disruption. They have invested more than $6 billion in over 100 late-stage venture capital and growth equity transactions since 2003. They are dedicated to partnering with entrepreneurs around the world to build revolutionary businesses.,3,,,,,Active,Goldman Sachs Investment Partners is an opportunistic multi-disciplinary investment team employing an intensive fundamental approach.,,,,,,,,https://www.gsipventures.com,,,,"Private Equity Firm, Venture Capital",,32,46,,26,11,11,,,,"3,894",4.4,3.9,0.6,"2,904","1,709.62",117.22%,81,46.45%,2.16,-1.26%,23.82%,-40.95%,"6,684,128","-2,637,334",-28.29%,6,,,,,,,,,,
Rosecliff Ventures,https://www.crunchbase.com/organization/rosecliff-ventures,"New York, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"We are a New York City based investment firm focused on venture capital and private equity opportunities. Our team invests in technology enabled companies in the financial, consumer, healthcare, and software industries. Our portfolio companies have strong management teams characterized by integrity, intelligence, experience, energy, and passion.",4,https://twitter.com/RosecliffVC,https://www.linkedin.com/company/rosecliff-ventures/about/,,,Active,Rosecliff is a NYC based alternative investment firm focused on private equity and venture capital investments.,2016-01-01,year,,,,,,https://www.rosecliff.com/,contact@rosecliffvc.com,,,"Private Equity Firm, Venture Capital","Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed",37,45,,5,2,2,,,,"2,984",5.6,6.8,5.6,"2,953","1,216.56",135.97%,150,947.73%,5.08,204.66%,26.96%,-39.7%,"4,409,068","-6,051,723",-57.85%,8,,,,,,,,,,
