Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Upslope Ventures,https://www.crunchbase.com/organization/galvanize,"Denver, Colorado, United States",,,"Greater Denver Area, Western US",,"Formerly Galvanize Ventures, Upslope Ventures is an early stage venture capital fund that invests in startups across the country.  They believe exceptional teams can originate from any location.  They provide more than capital and introductions.  By leveraging their network they aim to empower entrepreneurs with the resources they need to have their best chance at success - even if they don’t invest.",70,https://twitter.com/UpslopeVc,,,,Active,Upslope Ventures is an early stage venture capital fund that invests in startups across the country. ,2013-01-01,year,,,,,,https://www.upslope.vc/,contact@upslope.vc,,,Venture Capital,"Early Stage Venture, Seed",51,70,,,16,16,,,,"6,245",0.1,-0.2,1.2,408,490.39,52.95%,2,,1.74,73.73%,63.14%,-36.86%,"18,212,993","-5,526,166",-23.28%,2,,,,,,,,,,
Rockies Venture Club,https://www.crunchbase.com/organization/rockies-venture-club,"Denver, Colorado, United States",,,"Greater Denver Area, Western US",,"Rockies Venture Club (RVC) is a non-profit organization dedicated to economic development by funding entrepreneurial companies. RVC hosts the Angel Capital Summit and Colorado Capital Conferences as well as over sixty events each year. Rockies Venture Club is also an active Angel group, with over 30 investments in the last 2 years. Alongside Rockies Venture Club, is Rockies Venture Fund I, an Angel sidecar fund.",28,http://twitter.com/RockiesVenture,http://www.linkedin.com/company/rockies-venture-club,http://www.facebook.com/rockiesventure,,Active,Rockies Venture Club is a non-profit organization that encourages economic development by funding entrepreneurial companies.,1985-09-01,day,,,,,,http://www.rockiesventureclub.org,info@rockiesventureclub.org,(720) 353-9350,,Angel Group,Early Stage Venture,35,55,,18,2,2,On-Site,,1,"7,274",-1.3,-3.9,2.2,"8,068","10,083.97",-48.74%,45,27.57%,1.57,-27.43%,65.78%,25.65%,"3,331,690","1,445,314",76.62%,40,,,,,,,,,,
Centennial Ventures,https://www.crunchbase.com/organization/centennial-ventures,"Denver, Colorado, United States",,,"Greater Denver Area, Western US",,"Centennial Ventures is a venture capital firm investing in network companies and related enabling software and technology enterprises, with the potential to be market leaders. Their investment focus is on early and later-stage opportunities. Centennial Ventures VII, a $341 million partnership, is their most recent fund being invested.",23,,,,,Active,"Centennial Ventures is a Colorado-based venture capital firm that invests in network companies, and software and technology enterprises.",1982-01-01,year,,,,,,http://www.centennial.com,,(303) 405-7500,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Private Equity",29,54,,9,20,20,,,,"11,674",0,2.5,3,"1,057",988.42,405.06%,2,,1.19,18.69%,34.37%,-65.63%,"14,809,743","-11,021,976",-42.67%,1,,,,,,,,226803,USD,226803
MergeLane,https://www.crunchbase.com/organization/mergelane,"Boulder, Colorado, United States",,,"Greater Denver Area, Western US",,"MergeLane invests in high-potential startups and venture capital funds with at least one female leader. Since its 2015 founding, MergeLane has invested in 44 companies and recruited a network of 300 mentors and 600 investors. MergeLane leverages this network, its focus on Conscious Leadership, and the MergeLane Funderator to prove that diverse leadership teams drive superior investor returns. MergeLane is an on-ramp for the extraordinary.",29,http://twitter.com/mergelane,,http://www.facebook.com/mergelaneaccelerator,,Active,MergeLane invests in high-potential startups and venture capital funds with at least one female leader.,2014-07-24,day,,,,,,http://www.mergelane.com,hello@mergelane.com,,,Venture Capital,Seed,40,52,,4,3,3,,2019-10-15,,"9,177",0,-0.3,-0.8,"9,282","5,891.09",10.69%,79,"1,339.35%",2.3,84.29%,29.86%,-26.71%,"2,828,880","-853,799",-23.18%,24,,,16,,,,,,,
FG Angels,https://www.crunchbase.com/organization/fg-angels,"Boulder, Colorado, United States",,,"Greater Denver Area, Western US",,"FG Angels is a Foundry Group angellist syndicate. We are committing $2.5 million to FG Angels with a goal of making 50 investments between now and the end of 2014 in companies that list on AngelList. We will invest $50,000 of our own money in each company and the balance from our syndicate, which we will cap at $500,000.",3,https://twitter.com/foundrygroup,,,,Closed,"FG Angels is part of the Foundry Group, a venture capital firm.",2014-01-01,year,,,2016-01-05,day,,,,,,Angel Group,Seed,47,49,,19,12,12,,,,"22,422",-0.2,-0.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,
Liberty Global Ventures,https://www.crunchbase.com/organization/liberty-global-ventures,"Englewood, Colorado, United States",,,"Greater Denver Area, Western US",,"Liberty Global Ventures is a global investment fund owned by Liberty Global, the largest cable company outside of the U.S. and one of the fastest growing in the world, with market-leading operations across 14 countries. Our existing portfolio consists of companies in the content, technology, internet and distribution space. These investments are managed by a dedicated team of professionals located in Denver, Palo Alto, London, and Amsterdam.",40,,,,,Active,"Liberty Global Ventures is a global investment fund owned by Liberty Global, the largest cable company outside of the U.S.",2005-01-01,year,,,,,,http://www.libertyglobal.com/ventures.html,,303 220 6600,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",32,46,,10,4,4,,,,"6,157",-0.3,2.4,1.4,"64,210","55,822.88",45.63%,63,-66.55%,1.99,-26.11%,42.13%,-1.96%,"756,996","-66,403",-8.06%,16,,,26,,,,,528336847,USD,528336847
Stout Street Capital,https://www.crunchbase.com/organization/stout-street-capital,"Denver, Colorado, United States",,,"Greater Denver Area, Western US",,"Investment Method: Stout Street prides itself on investing intelligently. Our investments are driven by extensive data analysis, market analysis, and due diligence. We invest in early-stage technology companies innovating in the software, fin tech, advanced materials, robotics, and artificial intelligence. We invest in under-served markets, especially in the middle of the country with an emphasis on the Rocky Mountain area. Investment Portfolio: Stout Street Capital is an seed-stage fund that seeks to invest in early-stage companies focused on improving efficiency and generating bottom-line value in large established sectors in the market. Stout Street’s Value Fund-1 is currently focused on  post-revenue, seed-to-series-A investments in companies valued at less than $10 million. Stout Street’s Value Fund-1 is projected to invest in 35+ companies by the end of 2018 with an average investment of 100k.",5,,,,,Active,Stout Street Capital is Denver Based VC focused on investing in early stage Tech companies that improve efficiency in core growth sectors,2017-03-14,day,,,,,,http://www.stoutstreetcapital.com,,(720) 726 7844,,"Micro VC, Venture Capital","Convertible Note, Early Stage Venture, Seed, Venture",42,43,,3,3,3,,,,"7,710",-0.1,-0.3,-1,892,869.33,-2.3%,129,9.06%,2.56,11.42%,43.72%,-2.39%,"8,823,461","-249,592",-2.75%,26,,,,,,,,,,
FirstMile Ventures,https://www.crunchbase.com/organization/firstmile-ventures,"Colorado Springs, Colorado, United States",,,Western US,,FirstMile Ventures invests in seed stage technology companies. They aim to invest early in a company's life and help them set the pace for future success. They are located in Colorado but consider investment opportunities across the U.S.,12,https://twitter.com/FirstMileVC,,,,Active,FirstMile Ventures is a venture capital firm that invests in seed-stage technology companies.  Formerly PV Ventures.,2010-01-01,day,,,,,,https://www.firstmilevc.com,info@firstmilevc.com,,,"Micro VC, Venture Capital","Early Stage Venture, Seed",31,37,,10,5,5,,,,"8,035",1.7,2.3,-0.2,929,637.28,-12.75%,355,131.59%,2.08,-15.86%,52.5%,12.54%,"11,733,797","1,055,638",9.89%,8,,,,,,,,,,
Meritage Funds,https://www.crunchbase.com/organization/meritage-private-equity,"Denver, Colorado, United States",,,"Greater Denver Area, Western US",,Meritage Funds is a Growth Equity Firm. We invest in entrepreneurs who are building technology enabled service and other recurring revenue businesses.,25,http://twitter.com/MeritageFunds,http://www.linkedin.com/company/meritage-funds,http://www.facebook.com/meritagefundsgrowthequity,,Active,Meritage Funds is a Colorado-based growth equity firm that invests in technology-enabled service businesses.,1998-01-01,year,,,,,,http://meritagefunds.com,MeritageFunds@meritagefunds.com,303-352-2040,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",21,37,,10,6,6,,,,"9,547",0.5,0,0.4,502,458.05,-36.11%,104,-51.35%,5.92,48.7%,0%,-21.21%,"12,336,533","1,807,763",17.17%,6,,,12,,,,,,,
High Country Venture,https://www.crunchbase.com/organization/high-country-venture,"Boulder, Colorado, United States",,,"Greater Denver Area, Western US",,"The Colorado Fund is a venture capital fund seeking to invest in seed and early stage businesses in Colorado. The fund will focus its investments in Life Sciences (including biotechnology, clean technology, and medical devices), information technology (including software and Internet companies) and retail. They encourage all qualified businesses in rural areas who are seeking capital to submit a business plan, regardless of the industry you are in.",13,,https://www.linkedin.com/company/high-country-ventures,,,Active,The Colorado Fund is a venture capital fund seeking to invest in seed and early stage businesses in Colorado.,2005-01-01,year,,,,,,http://highcountryventure.com,info@highcountryventure.com,(303) 381-2638,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",15,36,,7,5,5,,,,"19,305",0,-0.1,1.1,21,190.3,-85.31%,33,737.33%,5,150%,,,"33,348,485","7,216,379",27.61%,4,,,,,,,,,,
Appian Ventures,https://www.crunchbase.com/organization/appian-ventures,"Denver, Colorado, United States",,,"Greater Denver Area, Western US",,[Appian Ventures](http://www.appianvc.com) invests in software and technologies that exploit network connectivity to improve business performance.,10,,,,,Active,Appian Ventures invests in software and technologies that exploit network connectivity to improve business performance.,,,,,,,,http://www.appianvc.com,admin@appianvc.com,(303) 830-2450,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",18,35,,9,11,11,,,,"22,755",0.4,0.5,-0.1,,63.98,,,,,,,,,,,6,,,,,,,,22329,USD,22329
Delta-v Capital,https://www.crunchbase.com/organization/delta-v-capital,"Boulder, Colorado, United States",,,"Greater Denver Area, Western US",,"Delta-v Capital is a leading provider of liquidity solutions and growth equity to private technology companies and their shareholders. Founded in 2009 with a focus on providing secondary liquidity to minority investors, the firm has since expanded its scope to include growth equity to support growth-stage technology companies. Delta-v manages over $500 million in capital commitments and targets between $3 and $30 million investments in technology sectors, including enterprise software, information services, cybersecurity, data analytics, cloud, and communications infrastructure. Delta-v has offices in Boulder, CO and Dallas, TX. For more information about Delta-v Capital, visit deltavcapital.com.",11,http://twitter.com/deltavcapital,https://www.linkedin.com/company/delta-v-capital,,,Active,Delta-v Capital is a leading provider of liquidity solutions and growth equity to private technology companies and their shareholders.,2009-01-01,year,,,,,,http://www.deltavcapital.com,,,,Private Equity Firm,"Late Stage Venture, Private Equity",34,34,,6,18,18,,,,"4,384",4.5,2.1,3.3,"1,164",705.75,-7.66%,93,-47.34%,6.91,79.63%,32.1%,-11.46%,"7,874,217","-590,170",-6.97%,5,,,18,,,,,,,
Matchstick Ventures,https://www.crunchbase.com/organization/confluence-capital,"Boulder, Colorado, United States",,,"Greater Denver Area, Western US",,"We're privileged to support the most ambitious, yet humble and curious, entrepreneurs grow meaningful businesses by providing connections, content and capital at the earliest stages of their entrepreneurial journey. We invest in early-stage software companies in rapidly growing yet under-served startup ecosystems where we have unique abilities to help. Matchstick exists as a catalyst for our founders, our partners, and our startup communities.",14,http://twitter.com/matchstickvc,,,,Active,Matchstick Ventures helps startups strike by investing in startups at the seed and early stage.,2013-01-01,year,,,,,,http://matchstickventures.com,hello@matchstickventures.com,,,Venture Capital,"Early Stage Venture, Seed",28,32,,3,3,3,,,,"2,821",2.2,2.7,-0.1,899,849.56,63.1%,163,,9.39,839.21%,34.14%,-65.86%,"7,935,130","-9,637,532",-54.84%,31,,,,,,,,,,
Vista Ventures,https://www.crunchbase.com/organization/vista-ventures,"Boulder, Colorado, United States",,,"Greater Denver Area, Western US",,"Vista is often the lead investor, and they typically co-invest with other firms in both early and follow-on rounds. They believe in forming strong syndicates as a means to bring the broadest set of resources and contacts to the companies in which they invest. They will usually take a board seat with their investment and establish strong working relationships with portfolio company management.  The team has the skill setsto provide relevant coaching on operational issues such as team building, strategy and sales and marketing.",7,http://twitter.com/VistaVentures,,,,Active,"Vista is often the lead investor, and they typically co-invest with other firms in both early and follow-on rounds.",2002-09-01,month,,,,,,http://www.vistavc.com,info@vistavc.com,,,"Micro VC, Venture Capital","Debt, Early Stage Venture, Late Stage Venture, Seed",14,29,,5,8,8,,,,"12,206",0.7,0.6,2.2,,,,,,,,,,,,,4,,,,,,,,,,
Altitude Life Science Ventures,https://www.crunchbase.com/organization/altitude-life-science-ventures,"Durango, Colorado, United States",,,Western US,,"Philosophy is to focus on life science markets with strong demand and growth potential, and then back the highest-quality entrepreneurs in those markets to build defensible, strong, and long-term businesses. build portfolio among attractive life science sectors in a manner that balances risk while maximizing potential synergies and ultimate returns. Our focus is on opportunities in biotechnology, medical devices, and diagnostics, but we are continually responsive to the best areas for investing in order to adapt to changing market conditions. Invest in companies that:     * are pursuing substantial and growing market opportunities     * possess a unique and proprietary technology, with a clear competitive advantage     * are early-stage opportunities     * have or will attract strong management     * have a strong investment syndicate     * offer a defined path to liquidity",8,,,,,Active,"Philosophy is to focus on life science markets with strong demand and growth potential, and then back the highest-quality entrepreneurs in",,,,,,,,https://www.altitudelsv.com/,info@altitudelsv.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",18,29,,2,6,6,,,,"14,639",0,-0.4,-0.4,,242.3,,,,,,,,,,,16,,,,,,,,,,
Altira Group,https://www.crunchbase.com/organization/altira-group,"Denver, Colorado, United States",,,"Greater Denver Area, Western US",,"Altira is a private equity and venture capital firm that invests in advantaged oil and gas service and technology companies. Its Fund VI partners include a select group of the U.S. super-independent oil and gas companies that provide resources in the investment decision process and help accelerate the growth of the firm’s portfolio companies by serving as large customers. Headquartered in Denver, Colorado, Altira was founded in 1996 by Dirk McDermott.",14,,,,,Active,Altira Group is a private equity and venture capital firm that invests in oil and gas service and technology companies.,1996-01-01,year,,,,,,http://www.altiragroup.com,funding@altiragroup.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",20,28,,12,7,7,,,,"9,809",-0.1,0.4,0.4,"3,026","1,585.56",172.61%,81,-69.37%,4.41,2.11%,47.67%,18.81%,"4,712,982","-3,793,350",-44.59%,25,,,,,,,,981917,USD,981917
ArrowMark Partners,https://www.crunchbase.com/organization/arrowpoint-partners,"Denver, Colorado, United States",,,"Greater Denver Area, Western US",,"ArrowMark Partners is an SEC-registered investment adviser based in Denver, Colorado. Their investment objective is clear: deliver consistent, asymmetric, non-correlated, risk-adjusted returns by applying fundamental research across the capital structure. They focus on compounding wealth by delivering unique, client-driven and absolute return solutions.",15,,https://www.linkedin.com/company/1098362?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A1098362%2Cidx%3A1-1-1%2CtarId%3A1440434637926%2Ctas%3AArrowpoint%20Partners,,,Active,"ArrowMark Partners is an SEC-registered investment adviser based in Denver, Colorado. Their investment objective is clear: deliver",2007-01-01,year,,,,,,https://arrowmarkpartners.com/,info@ap-am.com,303.398.2929,,Private Equity Firm,Late Stage Venture,25,27,,7,10,10,,,,"6,071",-0.2,-0.4,-0.5,"1,742","2,290.45",-15.14%,161,281.57%,2.53,-16.6%,22.48%,-13.57%,"7,915,044","1,178,165",17.49%,16,,,,,,,,301888,USD,301888
Partisan Management Group,https://www.crunchbase.com/organization/partisan-management-group,"Evergreen, Colorado, United States",,,"Greater Denver Area, Western US",,"Partisan Management Group is a highly successful, early stage venture capital investor in medical device companies.",5,,,,,Active,"Partisan Management Group is a highly successful, early stage venture capital investor in medical device companies.",1999-01-01,year,,,,,,http://www.partisanmgmt.com,,303-444-0038,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",11,25,,3,4,4,,,,"22,870",1.8,0.1,-0.5,,66.06,,,,,,,,,,,9,,,,,,,,1652,USD,1652
