Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Bill & Melinda Gates Foundation,https://www.crunchbase.com/organization/bill-melinda-gates-foundation,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"The Bill & Melinda Gates Foundation is a grant-making foundation that supports initiatives in education, world health and population, and community giving in the Pacific Northwest. In its local region, the foundation promotes strategies and programs that help low income families.The Bill & Melinda Gates Foundation was co-founded by Bill Gates and Melinda Gates in 2000 and is based in Seattle, Washington, with regional offices in Washington, D.C.; New Delhi, India; Beijing, China; and London, United Kingdom. Its trustees are Bill and Melinda Gates, and Warren Buffett.",636,http://twitter.com/gatesfoundation,http://www.linkedin.com/company/bill-&-melinda-gates-foundation,http://www.facebook.com/billmelindagatesfoundation,,Active,"Bill & Melinda Gates Foundation supports initiatives in education, world health and population, and community giving.",1997-01-01,day,,,,,,http://www.gatesfoundation.org,media@gatesfoundation.org,(202) 662-8130,,Family Investment Office,"Early Stage Venture, Grant, Late Stage Venture",88,108,,54,17,17,Online,2017-12-08,,816,-1.9,-3.1,-1.3,"371,274","437,651.32",-10.22%,144,-14.48%,2.52,-11.25%,55.92%,-4.38%,"159,191","24,805",18.46%,113,,,37,,,,,121518083,USD,121518083
Keiretsu Forum Northwest,https://www.crunchbase.com/organization/keiretsu-forum-northwest,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Keiretsu Forum is a community of private equity investors, business leaders and entrepreneurs with a network of over 50 global chapters and more than 2,500 investor members.",9,http://twitter.com/k4northwest,http://www.linkedin.com/company/keiretsu-forum,https://www.facebook.com/keiretsuforum,,Active,"Keiretsu Forum Northwest is a Washington-based angel investor focused on early-stage technology, real estate, and medical device companies.",2005-06-02,day,,,,,,http://k4northwest.com,support@silkstart.com,,,Angel Group,"Early Stage Venture, Seed",107,107,,5,7,7,,,,"9,236",-0.1,1.5,1.8,996,"1,590.01",19.52%,348,421.34%,5.54,37.52%,20.04%,-15.55%,"8,702,141","-1,471,337",-14.46%,21,,,,,,,,,,
Techstars Seattle Accelerator,https://www.crunchbase.com/organization/techstars-seattle-accelerator,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Techstars Seattle Accelerator invest in founders to help them do more faster. Seattle is home to tech industry leaders Amazon and Microsoft, enterprise SaaS innovators Concur and Tableau, and top retail brands including Starbucks, Costco, Nordstrom and REI. The University of Washington is also a global magnet for talent, and Silicon Valley investors and tech leaders like Google, Facebook, Alibaba and Baidu rely on Seattle’s deep well of technical talent.",2,,,,,Active,Techstars Seattle Accelerator invest in founders to help them do more faster.,,,,,,,,https://www.techstars.com/programs/seattle-program/,,,,Accelerator,Seed,87,87,,,25,25,,2019-10-13,13,"23,583",-0.2,-0.1,-0.5,,,,,,,,,,,,,37,,,,,,,,,,
Keiretsu Capital,https://www.crunchbase.com/organization/keiretsu-capital,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Provide Limited Partners access to proprietary deal flow by investing alongside top tier angels, providing additional capital to complete rounds and acting as follow-on capital where appropriate.",4,https://twitter.com/keiretsucapital,https://www.linkedin.com/company/keiretsu-capital,https://www.facebook.com/keiretsucapital?ref=aymt_homepage_panel,,Active,"Keiretsu Capital is ""Funding the Future"" through Technology Co-Investment Funds and Real Estate Access Fund.",2007-04-01,month,,,,,,http://www.keiretsucapital.com/,matthew@keiretsucapital.com,(415) 997-9937,,Venture Capital,"Early Stage Venture, Late Stage Venture",51,80,,1,3,3,,,,"1,790",0.9,1.3,-0.6,"1,042","2,311.03",-65.51%,38,-65.93%,2.15,-1.12%,50.55%,3.13%,"10,970,519","5,248,644",91.73%,10,,,8,,,,,,,
Alexa Fund,https://www.crunchbase.com/organization/amazon-alexa-fund,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"The Alexa Fund provides up to $100 million in venture capital funding to fuel voice technology innovation. They believe experiences designed around the human voice will fundamentally improve the way people use technology.  The Alexa Fund is focused on how voice technology can improve customers’ lives — from early-stage pre-revenue companies that are just starting out to established brands. Areas of particular interest include: hardware products for inside the home, outside the home, or on-the-go that would benefit from the Alexa Voice Service; skills that deliver new abilities to Alexa-enabled devices through the Alexa Skills Kit; and new contributions to the science behind voice technology, including text to speech, natural language understanding, automatic speech recognition, artificial intelligence and hardware component design.",153,,,,,Active,The Alexa Fund provides up to $200 million in venture capital funding to fuel voice technology innovation.,2015-01-01,year,,,,,,http://www.amazon.com/alexafund,,,,Corporate Venture Capital,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",64,77,,27,9,9,,,,"6,249",0.2,4.9,5.4,,,,,,,,,,,,,8,,,,,,,,,,
Trilogy Equity Partners,https://www.crunchbase.com/organization/trilogy-equity-partnership,"Bellevue, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Formed in 2006, Trilogy Equity Partners (http://www.trilogyequity.com) is an early stage venture firm based in Bellevue, Washington that is led by former entrepreneurs and operators. The firm’s roots include the formation and leadership of some of the largest mobile operators in the United States as well as other global technology and wireless companies.  Trilogy takes a hands-on approach to investing, with a closely held evergreen fund that aligns investments with the objective of building great companies over time. ",146,,https://www.linkedin.com/company/3799846?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3799846%2Cidx%3A1-1-1%2CtarId%3A1442933443561%2Ctas%3ATrilogy%20Equity%20Partners,,,Active,"Trilogy Equity Partners is a closely-held investment firm based in Bellevue, Washington.",2006-01-01,year,,,,,,http://www.trilogyequity.com,,425 458 5900,,Venture Capital,"Early Stage Venture, Private Equity, Seed",49,70,,29,18,18,,,,"6,981",-0.3,-0.6,-1.5,834,"1,641.75",-16.71%,46,-29.18%,3.12,2.89%,22.23%,22.23%,"11,518,193","1,575,621",15.85%,24,,,,,,,,,,
Bezos Expeditions,https://www.crunchbase.com/organization/bezos-expeditions,"Mercer Island, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,Bezos Expeditions manages Jeff Bezos' personal venture capital investments.,71,https://www.twitter.com/jeffbezos,https://www.linkedin.com/company-beta/6658162/?pathWildcard=6658162,,,Active,Bezos Expeditions manages Jeff Bezos' personal venture capital investments.,2005-01-01,year,,,,,,http://www.bezosexpeditions.com,info@bezosexpeditions.com,,,Family Investment Office,"Early Stage Venture, Late Stage Venture, Seed",41,64,,13,14,14,,,,"3,344",-0.3,5.5,5.4,"7,231","11,693.34",-33.44%,78,322.8%,1.48,6.9%,60.66%,16.48%,"3,612,601","715,122",24.68%,5,,,4,,,,,,,
Washington Research Foundation.,https://www.crunchbase.com/organization/washington-research-foundation,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"The Seattle-based Washington Research Foundation supports groundbreaking technology in the life sciences, information technology and physical sciences fields. By advancing brilliant research and early-stage entrepreneurs, we help to grow Washington's technology economy. WRF Capital is the seed fund branch of the Washington Research Foundation. Our mission is to help local companies and institutions manage intellectual property and business. We are one of the leading venture capitalists in the Northwest, and our financial returns are invested back into research and initiatives that support new company spinouts. We help to create a vibrant research and enterprise community.",112,https://www.twitter.com/madronaventures,,https://www.facebook.com/21621734279,,Active,"Washington Research Foundation supports groundbreaking technology in the life sciences, physical sciences and information sciences.",1981-01-01,year,,,,,,http://www.wrfseattle.org/,,(206) 336-5560,,Venture Capital,"Early Stage Venture, Late Stage Venture",36,51,,6,11,11,,,,"16,597",1.5,2.2,-0.4,"1,342","2,401.54",-58.76%,25,-41.48%,1.78,2.03%,36.62%,-27.94%,"10,088,062","4,288,429",73.94%,5,,,9,,,,,1539817,USD,1539817
Puget Sound Venture Club,https://www.crunchbase.com/organization/puget-sound-venture-club,"Bellevue, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Puget Sound Venture club was started in 1985. The only purpose is to provide a forum to review venture opportunities. Members represent themselves or their organization, there is no pooling of funds. Meetings are on the second Tuesday of each month, noon to 2:00 PM. Present and past members have invested approximately $140 million in approximately 880 companies.",4,,,,,Active,Puget Sound Venture club was started in 1985. The only purpose is to provide a forum to review venture opportunities. Members represent,1985-01-01,year,,,,,,http://www.pugetsoundvc.com,,,,Angel Group,Early Stage Venture,49,49,,1,6,6,,,,"10,903",0.1,-0.1,1.4,,235.66,-100%,,,,,,,,,,26,,,,,,,,,,
Unitus Ventures,https://www.crunchbase.com/organization/unitus-ventures,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Unitus Ventures is India’s leading impact venture fund investing in startups innovating for the masses across  healthcare, education and fintech sectors. Founded in 2012, Unitus Ventures is a part of Capria Network, the leading global network of impact fund managers investing in emerging markets of Africa, Asia and Latin America. Unitus Ventures is based in Bangalore and Seattle. Capria has offices in Bangalore, Singapore, Nairobi, and Seattle. More at: https://unitus.vc and http://capria.vc/network",147,https://twitter.com/unitusventures,https://in.linkedin.com/company/unitus-ventures,https://www.facebook.com/unitusvc/,,Active,Unitus Ventures is India's leading venture fund supporting early-stage tech startups with India scale and global potential..,2012-01-01,year,,,,,,http://unitus.vc,,,,Venture Capital,"Early Stage Venture, Seed",33,48,,15,3,3,,,,"6,444",1.4,-0.1,1.9,"5,590","5,755.91",-8.75%,140,-28.31%,2.37,-18.94%,38.82%,-10.17%,"3,900,383","857,566",28.18%,34,,,,,,,,,,
Microsoft Accelerator Seattle,https://www.crunchbase.com/organization/microsoft-ventures-accelerator-seattle,"Redmond, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"A partnership with American Family Ventures, the Microsoft Ventures Accelerator in Seattle is specifically targeted at encouraging and assisting new technologies for home improvement and automation. The program is a 4 month process on site in Redmond, Washington.",1,https://www.twitter.com/MSAccel,,https://www.facebook.com/MicrosoftAccelerator,,Closed,"Launched in 2014, Microsoft Ventures Accelerator Seattle funds and supports new technologies for home improvement and automation.",2014-01-01,year,,,2018-02-14,day,,https://www.microsoftaccelerator.com/locations/seattle,,,,Accelerator,Seed,43,46,,2,6,6,,2017-02-10,,"27,792",-0.3,-0.4,-1.1,,,,,,,,,,,,,,,,,,,,,,,
9Mile Labs,https://www.crunchbase.com/organization/9mile-labs,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"9Mile Labs is an Enterprise / B2B high-tech startup accelerator based in Seattle, WA. 9Mile Labs offers workspace, funding, valuable perks, and a group of mentors and advisors to help entrepreneurs transform startup ideas into success. 9Mile Labs has recruited a brilliant set of mentors who are driven to help propel the startups in the program to the next level.",84,http://twitter.com/9MileLabs,http://www.linkedin.com/company/9mile-labs,http://www.facebook.com/9MileLabs,,Active,9Mile Labs is a Seattle-based Enterprise / B2B startup accelerator,2013-01-01,year,,,,,,http://www.9milelabs.com,info@9milelabs.com,,,Accelerator,Seed,43,43,,1,1,1,On-Site,2016-04-18,16,"2,190",-0.5,5,3.2,569,451.98,87.01%,134,"2,788.87%",2.27,13.52%,64.17%,64.17%,"16,737,979","-2,857,430",-14.58%,18,,,10,,,,,,,
Elevar Equity,https://www.crunchbase.com/organization/elevar-equity,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Elevar Equity, a human centered equity firm, invests in transformative and scalable ventures focused on underserved customers in low income communities. Led by an entrepreneurial emerging markets team regarded as impact investing pioneers, Elevar has been the founding or early growth capital in several profitable and affordable distribution models focused on financial services, education, agriculture, healthcare and housing. The Elevar Method of investing has democratized access to essential products and services for over 25 million underserved customers and catalyzed billions of dollars of capital into over 35 companies in India and Latin America.",50,http://twitter.com/elevarequity,https://www.linkedin.com/company/246429,https://www.facebook.com/elevarequity,,Active,"Elevar Equity, a human centered capital firm, invests in transformative and scalable distribution models serving low income communities.",2008-01-01,year,,,,,,http://www.elevarequity.com,info@elevarequity.com,4257497028,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",25,43,,12,5,5,,,,"4,231",-0.5,-1.5,-0.2,"3,747","3,180.27",28.44%,54,-43.73%,1.64,-55.53%,33.81%,10.46%,"6,087,177","1,393,447",29.69%,25,,,32,,,,,30092,USD,30092
Second Avenue Partners,https://www.crunchbase.com/organization/second-avenue-partners,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Second Avenue Partners provide management, strategy and capital for early stage companies.  The following companies are in their portfolio... -Rubicon Interactive -Sports Technologies Inc. -Ice Energy -Newsvine -Azaleos -You Software -Revenue Science -Insitu Group -Bocada -HouseValues.com -WaveMarket -Terabeam -Essention",132,,,,,Active,"Second Avenue Partners provide management, strategy and capital for early stage companies.",2000-01-01,year,,,,,,http://www.secondave.com,humanresources@secondave.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",25,42,,14,5,5,,,,"10,708",0.1,0.3,-0.6,"1,034",697.42,4.3%,2,-98.39%,1.31,-48.09%,68.03%,31.95%,"12,836,590","2,340,957",22.3%,16,,,,,,,,,,
Frazier Technology Ventures,https://www.crunchbase.com/organization/frazier-technology-ventures,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,,2,,,,,Active,Venture capital firm focused on investments in the northwest.,,,,,,,,,,,,Venture Capital,,19,39,,7,13,13,,,,"27,839",-0.2,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
Divergent Ventures,https://www.crunchbase.com/organization/divergent-ventures,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"We have participated in all stages of venture investing. Our preferred initial investment point is in the first professional round. We will consider seed stage investments and we reserve capital for participating in follow on rounds. Our themes are around Big Data, Data Driven Applications, Storage, and Cloud Infrastructure: We have over 30 years of experience building products and services and investing in companies that provide the technical building blocks that todayâ€:tm:s networks and information systems are built upon.   Early Stage investing is well served by being accessible and available. We have found that time zones make it much more difficult to deliver on the promise of close involvement. We have successfully invested across the country, but are focusing our current efforts on the west coast. The Managing Directors are Kevin Ober, Rob Shurtleff, and Todd Warren--highly experienced and successful early-stage investors. The firm invests in early-stage companies. Our experience has taught us the importance of being closely involved with the companies we invest in, partnering with management to help overcome the many challenges faced by early-stage companies. In addition to investment capital, we actively work with our portfolio company management teams and potitial investment management teams to refine their plans, introduce them to potential customers, employees and investors.",66,http://twitter.com/divergentvc,http://www.linkedin.com/company/divergent-ventures,https://www.facebook.com/bluetalon,,Active,Divergent Ventures is an American venture capital firm that funds early-stage companies in the cloud computing and big data sectors.,2006-01-01,year,,,,,,http://www.divergentvc.com,info@divergent.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",20,34,,4,13,13,,,,"11,739",-0.1,-0.2,-0.1,"5,503","1,486.91",719.26%,9,,1.03,3.24%,28.9%,-24.1%,"6,249,222","-10,737,868",-63.21%,21,,,7,,,,,,,
